x0,y0,z0,xd0,yd0,zd0,Tp,JC,stabilityIndex1,stabilityIndex2,alpha,beta,impactFlag,error
0.9993516901367090,0.0,0.0000000000000000,0.0000000000000000,-0.0164954529666000,0.0000000000000000,0.2479847293495949,3.0003143682016842,1.943671,1.935370,-3.8790405288487,5.7617216279604,1,8.9e-12
0.9993513393657354,0.0,0.0000000000000000,0.0000000000000000,-0.0164905108323110,0.0000000000000000,0.2481952598362189,3.0003142156266205,1.943581,1.935258,-3.8788385839991,5.7613298719727,1,1.5e-12
0.9993509711903249,0.0,-0.0000000000000000,0.0000000000000000,-0.0164853275600020,0.0000000000000000,0.2484163156846443,3.0003140556635324,1.943486,1.935140,-3.8786263990596,5.7609182709622,1,8.8e-13
0.9993505847537878,0.0,-0.0000000000000000,0.0000000000000000,-0.0164798916901238,0.0000000000000000,0.2486484230474758,3.0003138879670321,1.943387,1.935016,-3.8784034170219,5.7604857493799,1,3.4e-13
0.9993501791580104,0.0,-0.0000000000000000,0.0000000000000000,-0.0164741912500397,0.0000000000000000,0.2488921343738309,3.0003137121768479,1.943283,1.934886,-3.8781690761196,5.7600312213789,1,1.1e-12
0.9993497534614961,0.0,-0.0000000000000000,0.0000000000000000,-0.0164682137339501,0.0000000000000000,0.2491480297229861,3.0003135279172861,1.943173,1.934750,-3.8779227943912,5.7595535617740,1,2.3e-13
0.9993493066772661,0.0,0.0000000000000000,0.0000000000000000,-0.0164619460804097,0.0000000000000000,0.2494167181437136,3.0003133347967088,1.943058,1.934606,-3.8776639421777,5.7590515543847,1,1.5e-12
0.9993488377709331,0.0,-0.0000000000000000,0.0000000000000000,-0.0164553746563070,0.0000000000000000,0.2496988391224931,3.0003131324070114,1.942937,1.934455,-3.8773918759524,5.7585239554447,1,5.9e-13
0.9993483456582183,0.0,-0.0000000000000000,0.0000000000000000,-0.0164484852280968,0.0000000000000000,0.2499950641040415,3.0003129203230876,1.942810,1.934296,-3.8771058994328,5.7579694205940,1,4.4e-13
0.9993478292029763,0.0,0.0000000000000000,0.0000000000000000,-0.0164412629483710,0.0000000000000000,0.2503060980876949,3.0003126981023120,1.942676,1.934130,-3.8768052881010,5.7573865508153,1,2.3e-13
0.9993472872145641,0.0,0.0000000000000000,0.0000000000000000,-0.0164336923275571,0.0000000000000000,0.2506326813035417,3.0003124652840110,1.942535,1.933954,-3.8764892747879,5.7567738653364,1,3.3e-13
0.9993467184455292,0.0,-0.0000000000000000,0.0000000000000000,-0.0164257572160990,0.0000000000000000,0.2509755909721776,3.0003122213889450,1.942387,1.933770,-3.8761570526832,5.7561298072142,1,3.7e-13
0.9993461215888926,0.0,-0.0000000000000000,0.0000000000000000,-0.0164174407786659,0.0000000000000000,0.2513356431523148,3.0003119659187987,1.942232,1.933576,-3.8758077690764,5.7554527315389,1,5.0e-13
0.9993454952755734,0.0,0.0000000000000000,0.0000000000000000,-0.0164087254743656,0.0000000000000000,0.2517136946806069,3.0003116983556861,1.942069,1.933372,-3.8754405247006,5.7547409041462,1,7.6e-13
0.9993448380715304,0.0,0.0000000000000000,0.0000000000000000,-0.0163995930327489,0.0000000000000000,0.2521106452082280,3.0003114181616564,1.941897,1.933157,-3.8750543630642,5.7539924815701,1,4.7e-12
0.9993441484749385,0.0,0.0000000000000000,0.0000000000000000,-0.0163900244316334,0.0000000000000000,0.2525274393395706,3.0003111247782845,1.941717,1.932931,-3.8746483379491,5.7532056373977,1,1.1e-11
0.9993434249129030,0.0,-0.0000000000000000,0.0000000000000000,-0.0163799998723705,0.0000000000000000,0.2529650688760381,3.0003108176260680,1.941527,1.932694,-3.8742212831203,5.7523781309207,1,7.5e-13
0.9993426657387862,0.0,0.0000000000000000,0.0000000000000000,-0.0163694987620094,0.0000000000000000,0.2534245751749306,3.0003104961042637,1.941328,1.932444,-3.8737721695873,5.7515079761439,1,6.8e-13
0.9993418692286333,0.0,0.0000000000000000,0.0000000000000000,-0.0163584996890214,0.0000000000000000,0.2539070516225244,3.0003101595903048,1.941118,1.932182,-3.8732997944289,5.7505928589900,1,7.1e-13
0.9993410335778103,0.0,-0.0000000000000000,0.0000000000000000,-0.0163469803992139,0.0000000000000000,0.2544136462329347,3.0003098074395353,1.940898,1.931905,-3.8728029128261,5.7496303845066,1,1.2e-12
0.9993401568976359,0.0,-0.0000000000000000,0.0000000000000000,-0.0163349177783587,0.0000000000000000,0.2549455643757785,3.0003094389849148,1.940666,1.931614,-3.8722802064746,5.7486180176839,1,1.2e-12
0.9993392372117645,0.0,0.0000000000000000,0.0000000000000000,-0.0163222878319009,0.0000000000000000,0.2555040716400867,3.0003090535367649,1.940422,1.931308,-3.8717302859688,5.7475530878745,1,1.2e-12
0.9993382724523274,0.0,-0.0000000000000000,0.0000000000000000,-0.0163090656625034,0.0000000000000000,0.2560904968411410,3.0003086503825820,1.940165,1.930986,-3.8711516813777,5.7464327711323,1,1.7e-12
0.9993372604562005,0.0,0.0000000000000000,0.0000000000000000,-0.0162952254553181,0.0000000000000000,0.2567062351773253,3.0003082287869192,1.939896,1.930647,-3.8705428348571,5.7452540763814,1,1.5e-12
0.9993361989609373,0.0,0.0000000000000000,0.0000000000000000,-0.0162807404591268,0.0000000000000000,0.2573527515445260,3.0003077879913409,1.939612,1.930290,-3.8699021043220,5.7440138522681,1,2.2e-12
0.9993350856006684,0.0,0.0000000000000000,0.0000000000000000,-0.0162655829715508,0.0000000000000000,0.2580315840158993,3.0003073272144536,1.939313,1.929915,-3.8692277461694,5.7427087548767,1,2.7e-12
