x0,y0,z0,xd0,yd0,zd0,Tp,JC,stabilityIndex1,stabilityIndex2,alpha,beta,impactFlag,error
1.0035228977868627,0.0,-0.0000389665073537,0.0000000000000000,0.0021247347005545,0.0000000000000000,8.6537870381909947,3.0001396637506215,540.732455,2.002574,-542.7350294665832,1084.8569472304371,0,9.5e-11
1.0035228618908287,0.0,-0.0000432952206365,0.0000000000000000,0.0021247667840500,0.0000000000000000,8.6538370381909946,3.0001396620579368,540.880402,2.003178,-542.8835799160199,1085.4796372864803,0,4.4e-11
1.0035228259951632,0.0,-0.0000472286899408,0.0000000000000000,0.0021247988641728,0.0000000000000000,8.6538870381909945,3.0001396603653401,541.028348,2.003781,-543.0321288031625,1086.1024418231391,0,1.4e-10
1.0035227900998667,0.0,-0.0000508587039542,0.0000000000000000,0.0021248309409221,0.0000000000000000,8.6539370381909944,3.0001396586728299,541.176292,2.004384,-543.1806768218224,1086.7253598648531,0,3.6e-10
1.0035227542049383,0.0,-0.0000542462162600,0.0000000000000000,0.0021248630143019,0.0000000000000000,8.6539870381909942,3.0001396569804082,541.324236,2.004988,-543.3292240852383,1087.3483911936055,0,7.6e-11
1.0035227183103785,0.0,-0.0000574341516807,0.0000000000000000,0.0021248950843156,0.0000000000000000,8.6540370381909941,3.0001396552880744,541.472178,2.005591,-543.4777689848231,1087.9715381079295,0,9.1e-11
1.0035226824161900,0.0,-0.0000604540915227,0.0000000000000000,0.0021249271509532,0.0000000000000000,8.6540870381909940,3.0001396535958271,541.620120,2.006194,-543.6263133370221,1088.5947983171791,0,1.5e-10
1.0035226465223706,0.0,-0.0000633300732878,0.0000000000000000,0.0021249592142259,0.0000000000000000,8.6541370381909939,3.0001396519036678,541.768060,2.006796,-543.7748563507558,1089.2181730290467,0,3.9e-11
1.0035226106289221,0.0,-0.0000660808958039,0.0000000000000000,0.0021249912741267,0.0000000000000000,8.6541870381909956,3.0001396502115960,541.916000,2.007399,-543.9233986231560,1089.8416608092957,0,1.0e-10
1.0035225747358427,0.0,-0.0000687215904986,0.0000000000000000,0.0021250233306667,0.0000000000000000,8.6542370381909954,3.0001396485196112,542.063937,2.008002,-544.0719388664409,1090.4652636244136,0,9.6e-11
1.0035225388431364,0.0,-0.0000712644007777,0.0000000000000000,0.0021250553838340,0.0000000000000000,8.6542870381909953,3.0001396468277144,542.211874,2.008604,-544.2204784376220,1091.0889798161224,0,2.8e-10
