x0_n,y0_n,z0_n,xd0_n,yd0_n,zd0_n
0.9994127511533356, -0.0000000017635724, -0.0000000000000000, 0.0000000081743824, -0.0000056027225209, -0.0000000000000000
0.9994127445434594, -0.0000003408591114, -0.0000000000000000, -0.0000002095846040, -0.0000055584466204, -0.0000000000000000
0.9994127248152360, -0.0000006745998051, -0.0000000000000000, -0.0000004239625458, -0.0000054263277995, 0.0000000000000000
0.9994126922750318, -0.0000009977157875, -0.0000000000000000, -0.0000006316283902, -0.0000052084605809, -0.0000000000000000
0.9994126474284287, -0.0000013051056160, -0.0000000000000000, -0.0000008293504075, -0.0000049082982964, -0.0000000000000000
0.9994125909727316, -0.0000015919170835, -0.0000000000000000, -0.0000010140444170, -0.0000045305974967, 0.0000000000000000
0.9994125237866022, -0.0000018536240275, -0.0000000000000000, -0.0000011828202837, -0.0000040813414724, -0.0000000000000000
0.9994124469169412, -0.0000020860978950, -0.0000000000000000, -0.0000013330260799, -0.0000035676441827, -0.0000000000000000
0.9994123615631783, -0.0000022856729303, 0.0000000000000000, -0.0000014622893084, -0.0000029976362176, 0.0000000000000000
0.9994122690591678, -0.0000024492039509, 0.0000000000000000, -0.0000015685545718, -0.0000023803347147, -0.0000000000000000
0.9994121708529230, -0.0000025741158040, 0.0000000000000000, -0.0000016501170742, -0.0000017254993958, 0.0000000000000000
0.9994120684844608, -0.0000026584437318, 0.0000000000000000, -0.0000017056513538, -0.0000010434771139, 0.0000000000000000
0.9994119635620654, -0.0000027008640392, 0.0000000000000000, -0.0000017342346837, -0.0000003450374686, 0.0000000000000000
0.9994118577372980, -0.0000027007145387, 0.0000000000000000, -0.0000017353645581, 0.0000003587979210, 0.0000000000000000
0.9994117526791533, -0.0000026580046044, -0.0000000000000000, -0.0000017089699099, 0.0000010569295747, -0.0000000000000000
0.9994116500477275, -0.0000025734145642, -0.0000000000000000, -0.0000016554155629, 0.0000017383551460, -0.0000000000000000
0.9994115514678269, -0.0000024482845570, -0.0000000000000000, -0.0000015754996971, 0.0000023923424371, 0.0000000000000000
0.9994114585029507, -0.0000022845930106, 0.0000000000000000, -0.0000014704441489, 0.0000030085977192, 0.0000000000000000
0.9994113726300764, -0.0000020849251363, 0.0000000000000000, -0.0000013418775319, 0.0000035774268004, 0.0000000000000000
0.9994112952156874, -0.0000018524319274, -0.0000000000000000, -0.0000011918112855, 0.0000040898863614, 0.0000000000000000
0.9994112274934579, -0.0000015907803429, -0.0000000000000000, -0.0000010226089346, 0.0000045379232790, -0.0000000000000000
0.9994111705439982, -0.0000013040954560, -0.0000000000000000, -0.0000008369489804, 0.0000049144998485, -0.0000000000000000
0.9994111252770292, -0.0000009968954876, 0.0000000000000000, -0.0000006377820050, 0.0000052137030288, 0.0000000000000000
0.9994110924163150, -0.0000006740207402, 0.0000000000000000, -0.0000004282827055, 0.0000054308361056, 0.0000000000000000
0.9994110724876368, -0.0000003405575415, 0.0000000000000000, -0.0000002117977080, 0.0000055624914097, 0.0000000000000000
0.9994110658100354, -0.0000000017583826, 0.0000000000000000, 0.0000000082098884, 0.0000056066030356, 0.0000000000000000
0.9994110724904883, 0.0000003370405164, -0.0000000000000000, 0.0000002282181915, 0.0000055624787779, -0.0000000000000000
0.9994110924221256, 0.0000006705029330, -0.0000000000000000, 0.0000004447053278, 0.0000054308108309, -0.0000000000000000
0.9994111252860151, 0.0000009933763706, -0.0000000000000000, 0.0000006542082522, 0.0000052136650864, 0.0000000000000000
0.9994111705564889, 0.0000013005744875, 0.0000000000000000, 0.0000008533804311, 0.0000049144491875, 0.0000000000000000
0.9994112275099019, 0.0000015872569657, -0.0000000000000000, 0.0000010390472953, 0.0000045378598089, -0.0000000000000000
0.9994112952366588, 0.0000018489055603, 0.0000000000000000, 0.0000012082584442, 0.0000040898099352, 0.0000000000000000
0.9994113726562882, 0.0000020813951695, -0.0000000000000000, 0.0000013583355899, 0.0000035773371913, 0.0000000000000000
