x0_n,y0_n,z0_n,xd0_n,yd0_n,zd0_n
1.0005543138488335, -0.0000000017507053, 0.0000000000000000, 0.0000000081614517, -0.0000092554338002, -0.0000000000000000
1.0005543027440165, -0.0000005622031116, -0.0000000000000000, -0.0000003572687634, -0.0000091825873574, -0.0000000000000000
1.0005542696129615, -0.0000011138368151, -0.0000000000000000, -0.0000007167844969, -0.0000089651776633, -0.0000000000000000
1.0005542149917261, -0.0000016479709003, 0.0000000000000000, -0.0000010645736233, -0.0000086066033278, 0.0000000000000000
1.0005541397634186, -0.0000021561980511, 0.0000000000000000, -0.0000013950271780, -0.0000081124712737, 0.0000000000000000
1.0005540451429122, -0.0000026305161298, -0.0000000000000000, -0.0000017028355310, -0.0000074905111291, 0.0000000000000000
1.0005539326559179, -0.0000030634535720, 0.0000000000000000, -0.0000019830782616, -0.0000067504571206, 0.0000000000000000
1.0005538041128377, -0.0000034481866580, -0.0000000000000000, -0.0000022313059407, -0.0000059038990603, -0.0000000000000000
1.0005536615779418, -0.0000037786468638, 0.0000000000000000, -0.0000024436122599, -0.0000049641045170, 0.0000000000000000
1.0005535073344975, -0.0000040496166150, 0.0000000000000000, -0.0000026166952430, -0.0000039458147054, 0.0000000000000000
1.0005533438465288, -0.0000042568119024, -0.0000000000000000, -0.0000027479065844, -0.0000028650169184, -0.0000000000000000
1.0005531737179745, -0.0000043969504930, 0.0000000000000000, -0.0000028352884814, -0.0000017386969374, -0.0000000000000000
1.0005529996499858, -0.0000044678045763, 0.0000000000000000, -0.0000028775976704, -0.0000005845749063, 0.0000000000000000
1.0005528243971638, -0.0000044682369901, 0.0000000000000000, -0.0000028743167254, 0.0000005791713332, 0.0000000000000000
1.0005526507234774, -0.0000043982203723, 0.0000000000000000, -0.0000028256528679, 0.0000017341913133, 0.0000000000000000
1.0005524813586302, -0.0000042588388760, -0.0000000000000000, -0.0000027325250087, 0.0000028622510509, -0.0000000000000000
1.0005523189555603, -0.0000040522723228, -0.0000000000000000, -0.0000025965397349, 0.0000039455215862, -0.0000000000000000
1.0005521660496528, -0.0000037817630145, -0.0000000000000000, -0.0000024199572284, 0.0000049668625714, -0.0000000000000000
