bin_impactAngle,bin_neckSection,latitude,longitude,impactAngle
3,3,-19.2,-74.2,26.3
3,3,-5.9,-58.3,27.3
3,3,-4.7,-47.4,28.6
3,3,-1.2,-66.6,34.4
4,3,-31.8,-72.4,45.3
3,3,0.6,-53.6,35.1
3,3,-5.4,-32.0,28.9
5,3,-40.6,62.5,82.4
3,3,-2.5,-43.4,29.9
4,3,-2.7,-97.7,42.3
4,3,7.5,-63.9,41.8
4,3,16.4,-61.8,51.7
4,3,13.4,-48.9,48.2
4,3,7.6,-70.8,43.4
4,3,-32.4,-100.3,50.8
4,3,25.5,-80.5,57.8
4,3,29.2,-79.9,59.6
4,3,27.4,-71.2,56.3
4,3,20.0,-51.7,48.9
5,3,-46.5,58.2,84.0
3,3,4.1,-40.4,34.8
4,3,8.2,-108.9,53.5
4,3,28.0,-92.4,57.4
5,3,32.9,-100.3,60.2
4,3,32.6,-99.1,58.0
4,3,30.4,-89.9,53.9
4,3,26.5,-72.1,48.6
3,3,15.4,-36.9,39.3
2,3,7.9,165.1,18.8
5,3,41.3,-109.8,77.0
4,3,15.0,-63.0,47.8
4,3,-3.3,-132.1,53.7
4,3,30.3,-105.2,56.4
4,3,31.5,-115.0,57.0
4,3,29.6,-114.7,54.4
4,3,27.5,-107.2,50.4
4,3,25.8,-93.0,45.6
4,3,23.5,-70.1,40.4
3,3,-21.6,137.6,35.2
5,3,-46.8,49.0,88.6
4,3,22.2,-80.4,56.8
5,3,-46.7,39.9,88.6
4,3,29.3,-112.6,53.1
4,3,27.2,-123.0,52.8
4,3,23.9,-122.3,50.3
4,3,21.7,-114.5,46.4
4,3,21.0,-100.7,41.4
3,3,21.3,-79.4,36.0
3,3,18.3,-39.8,31.2
3,3,-16.6,130.8,32.5
5,3,26.8,-81.9,60.7
4,3,27.5,-113.1,49.1
4,3,23.3,-124.4,48.8
4,3,19.0,-123.5,46.9
4,3,16.7,-115.8,43.5
3,3,16.8,-102.6,38.6
3,3,18.7,-82.8,33.0
3,3,20.0,-49.5,29.0
3,3,-10.9,119.5,35.1
3,3,6.8,-4.2,35.7
5,3,31.4,-85.3,65.1
4,3,27.1,-105.7,45.8
4,3,21.5,-120.0,45.1
4,3,16.6,-119.0,43.5
4,3,14.7,-110.4,40.2
3,3,15.9,-95.8,35.1
3,3,19.3,-73.8,29.9
3,3,20.1,-31.5,29.1
5,3,32.7,-71.6,64.0
4,3,26.7,-103.1,43.2
4,3,20.3,-111.3,41.1
3,3,17.2,-105.7,38.5
3,3,17.9,-92.4,34.4
3,3,21.5,-71.5,30.8
3,3,22.9,-36.2,32.4
5,3,30.6,-54.1,60.0
4,3,15.4,-110.5,53.7
5,3,50.3,107.9,81.5
4,3,28.2,-91.3,42.1
3,3,24.2,-93.5,38.2
3,3,24.5,-80.6,35.7
3,3,26.8,-57.6,36.8
4,3,23.8,-28.2,42.4
4,3,24.9,-33.0,51.6
5,3,32.7,-67.8,68.0
5,3,39.1,153.3,72.4
4,3,30.4,-62.7,46.4
4,3,30.3,-57.0,45.8
4,3,26.4,-36.1,50.1
4,3,21.5,-34.6,56.6
5,3,-42.2,132.0,72.6
4,3,13.5,178.9,54.9
5,3,-35.3,113.4,74.7
4,3,1.0,-101.1,41.2
4,3,16.3,-88.7,53.4
4,3,18.9,-82.2,55.8
4,3,15.7,-92.6,54.1
3,3,-15.7,-106.8,37.1
4,3,23.1,-84.7,59.1
5,3,24.5,-74.9,60.0
4,3,21.7,-66.1,56.8
4,3,19.4,-65.3,54.6
4,3,19.5,-81.0,56.1
4,3,8.1,-112.4,51.9
5,3,26.1,-90.6,60.9
5,3,30.4,-85.3,64.0
5,3,29.5,-76.3,62.0
4,3,25.4,-64.4,57.6
4,3,19.9,-53.1,52.3
4,3,16.9,-50.7,49.8
4,3,19.5,-65.5,53.7
4,3,19.9,-97.2,58.8
4,3,-20.0,-114.6,41.6
5,3,33.5,-97.5,65.2
5,3,34.5,-93.9,64.5
5,3,32.9,-85.7,61.5
4,3,29.6,-73.4,57.5
4,3,24.4,-58.2,52.6
4,3,17.7,-43.5,47.0
4,3,14.2,-38.9,44.4
4,3,18.1,-52.8,49.7
4,3,23.2,-81.6,58.5
4,3,13.5,-121.7,58.8
5,3,33.9,-106.9,64.0
5,3,35.2,-108.3,63.9
5,3,34.2,-104.2,61.4
4,3,32.3,-95.4,57.8
4,3,29.9,-82.3,53.9
4,3,26.3,-65.5,49.9
4,3,20.6,-46.6,45.4
4,3,13.9,-31.5,40.8
4,3,14.7,-36.5,43.1
4,3,21.7,-59.4,52.5
5,3,26.0,-94.8,62.7
4,3,0.3,-132.3,51.4
5,3,33.7,-115.5,62.1
5,3,33.1,-118.2,61.0
4,3,31.2,-114.9,58.2
4,3,29.5,-107.1,54.7
4,3,28.2,-95.3,50.9
4,3,26.8,-79.8,47.4
4,3,24.3,-60.9,44.3
4,3,19.4,-40.8,41.2
3,3,14.8,-29.2,39.4
4,3,18.4,-41.1,45.1
4,3,25.6,-67.4,56.0
5,3,28.3,-106.1,66.3
5,3,-47.2,38.7,88.9
4,3,31.9,-120.8,59.2
4,3,29.5,-124.1,57.6
4,3,26.9,-120.8,54.8
4,3,25.1,-112.9,51.2
4,3,24.5,-101.3,47.4
4,3,24.5,-86.2,43.8
4,3,24.1,-67.8,41.3
4,3,21.9,-48.1,40.1
4,3,19.0,-35.8,40.4
4,3,21.4,-44.2,46.0
4,3,28.1,-68.8,57.0
5,3,31.5,-106.8,68.5
4,3,30.1,-122.1,56.2
4,3,26.4,-126.0,54.6
4,3,23.2,-122.8,52.0
4,3,21.4,-115.3,48.7
4,3,21.2,-104.3,45.0
4,3,22.2,-90.4,41.6
3,3,23.4,-73.9,39.5
3,3,23.6,-56.9,39.6
4,3,23.1,-46.6,41.9
4,3,25.3,-52.4,48.1
4,3,31.0,-73.3,59.1
5,3,34.3,-107.9,70.4
4,3,29.5,-118.8,53.8
4,3,24.9,-124.1,52.0
4,3,21.2,-121.0,49.5
4,3,19.6,-113.1,46.4
4,3,20.1,-102.0,43.0
4,3,21.9,-88.4,40.3
3,3,24.1,-73.5,39.7
4,3,25.7,-61.4,42.0
4,3,27.7,-59.6,47.8
4,3,32.2,-72.2,57.8
5,3,37.1,-98.5,70.2
5,3,-37.5,45.0,76.4
4,3,28.5,-116.6,51.5
4,3,23.6,-118.4,49.1
4,3,21.1,-112.7,46.4
4,3,21.2,-103.0,43.6
4,3,23.2,-91.0,41.7
4,3,26.1,-78.8,42.5
4,3,29.0,-71.1,47.0
4,3,32.8,-73.4,55.6
5,3,37.9,-88.0,67.7
4,3,18.1,-108.4,54.2
4,3,32.3,-92.6,53.4
4,3,29.4,-109.7,50.4
4,3,25.9,-108.1,47.5
4,3,25.8,-99.7,45.7
4,3,28.3,-89.1,46.3
4,3,32.0,-81.0,51.3
5,3,36.5,-80.4,61.1
5,3,37.0,-90.0,70.3
4,3,33.4,-83.2,55.5
4,3,33.3,-96.6,52.8
4,3,33.3,-92.4,52.6
4,3,35.8,-84.2,57.3
5,3,37.4,-78.0,66.1
5,3,9.1,56.9,69.0
4,3,10.8,-38.2,46.0
5,3,32.9,-68.8,60.8
4,3,23.7,-60.5,59.0
5,3,-10.3,58.4,60.4
5,4,-47.1,39.6,85.8
4,4,9.3,-115.7,48.0
