x0_n,y0_n,z0_n,dx0_n,dy0_n,dz0_n,bin_neckSection,latitude,longitude
1.020461701526617, -0.009654816395748, -0.005152545304147, -0.012251008694877, -0.003980594023686, 0.000000000000000, 4, 12.5, 19.8
1.020461701526617, -0.001980848283693, -0.004556508945930, -0.016679287033041, 0.009629790858417, 0.004093750468933, 2, -14.4, -157.1
1.020461701526617, -0.002651389186689, -0.004258490766821, -0.018349133957488, -0.005961995031604, -0.004100943273928, 2, 14.9, -48.6
1.020461701526617, -0.002725893731466, -0.004183986222043, -0.018378140858518, -0.005971419945075, -0.004107426176933, 2, 14.2, -50.8
1.020461701526617, -0.003098416455352, -0.003811463498157, -0.018498166119151, -0.006010418516300, -0.004134251245977, 2, 12.7, -52.5
1.020461701526617, -0.003172921000129, -0.003736958953380, -0.018517198680182, -0.006016602570249, -0.004138504931918, 2, 12.7, -51.4
1.020461701526617, 0.004650056201480, -0.003736958953380, -0.017803041210681, -0.005784558742197, -0.003978894168933, 2, 13.1, -25.3
1.020461701526617, 0.004650056201480, -0.003662454408603, -0.017850484793777, -0.005799974096804, -0.003989497581793, 2, 12.9, -24.8
1.020461701526617, -0.004514002806119, -0.003587949863826, -0.017973854499580, 0.005840059344138, -0.004017070118262, 2, 13.8, -151.2
1.020461701526617, 0.004650056201480, -0.003587949863826, -0.017896912263021, -0.005815059296008, -0.003999873898090, 2, 12.7, -24.3
1.020461701526617, -0.003396434634461, -0.003513445319048, -0.019846549690282, 0.002085956427859, 0.000000000000000, 2, 10.0, -144.4
1.020461701526617, 0.004650056201480, -0.003513445319048, -0.017942327949291, -0.005829815746995, -0.004010024085754, 2, 12.5, -23.7
1.020461701526617, -0.005557066433001, -0.003438940774271, -0.015858855022767, -0.009156114216434, -0.003892384312206, 2, 11.9, -65.3
1.020461701526617, 0.004575551656703, -0.003438940774271, -0.018029092595656, -0.005858007289536, -0.004029415567322, 2, 11.6, -26.8
1.020461701526617, 0.004650056201480, -0.003438940774271, -0.017986736024217, -0.005844244805210, -0.004019949077124, 2, 12.3, -23.1
1.020461701526617, -0.004215984627010, -0.003364436229494, -0.018267134860831, 0.005935351910027, -0.004082616869822, 2, 12.6, -149.7
1.020461701526617, 0.004575551656703, -0.003364436229494, -0.018072467961391, -0.005872100800194, -0.004039109753150, 2, 11.3, -26.6
1.020461701526617, -0.005631570977778, -0.003289931684717, -0.015891007236171, -0.009174677305498, -0.003900275724977, 2, 11.8, -62.9
1.020461701526617, 0.003234469850713, -0.003289931684717, -0.014403129848929, 0.011486112771139, 0.008202133977419, 2, -14.6, 11.0
1.020461701526617, 0.004575551656703, -0.003289931684717, -0.018114844686091, -0.005885869832711, -0.004048580747505, 2, 11.1, -26.5
1.020461701526617, -0.004290489171788, -0.003215427139939, -0.019576342008928, -0.002057556456148, 0.000000000000000, 2, 9.0, -138.8
1.020461701526617, 0.004575551656703, -0.003215427139939, -0.018156226461360, -0.005899315586561, -0.004057829375443, 2, 10.8, -26.3
1.020461701526617, -0.004290489171788, -0.003140922595162, -0.019619423303803, -0.002062084482700, 0.000000000000000, 2, 9.0, -136.5
1.020461701526617, 0.004575551656703, -0.003140922595162, -0.018196616840706, -0.005912439216349, -0.004066856431156, 2, 10.6, -26.2
1.020461701526617, 0.004575551656703, -0.003066418050385, -0.018236019243918, -0.005925241833231, -0.004075662678949, 2, 10.3, -26.0
1.020461701526617, -0.005259048253892, -0.002991913505608, -0.010936376741682, -0.013713782671806, -0.007809572224312, 2, 14.8, -66.9
1.020461701526617, 0.004575551656703, -0.002991913505608, -0.018274436961291, -0.005937724506290, -0.004084248854189, 2, 10.0, -25.9
1.020461701526617, -0.005780580067332, -0.002917408960831, -0.015977341728390, -0.009224522547820, -0.003921465591625, 2, 9.9, -66.6
1.020461701526617, 0.001073838052173, -0.002917408960831, -0.015258895372214, 0.013739171104659, 0.004364396042342, 2, -9.3, 12.6
1.020461701526617, -0.003321930089684, -0.002842904416053, -0.020265075746851, 0.002129945288974, 0.000000000000000, 2, 8.1, -141.4
1.020461701526617, -0.006302111880773, -0.002768399871276, -0.013465119719194, -0.012124048252117, -0.003851334829854, 2, 10.1, -71.7
1.020461701526617, -0.003321930089684, -0.002768399871276, -0.020302717797582, 0.002133901627930, 0.000000000000000, 2, 7.5, -144.3
1.020461701526617, -0.003321930089684, -0.002693895326499, -0.020339331810998, 0.002137749915810, 0.000000000000000, 2, 7.0, -146.1
1.020461701526617, 0.001148342596950, -0.002693895326499, -0.015332977714263, 0.013805875145051, 0.004385585300972, 1, -9.0, 12.7
1.020461701526617, -0.002427875552357, -0.002619390781722, -0.019807165626214, 0.006435738238504, 0.000000000000000, 2, 8.1, -152.1
1.020461701526617, -0.006376616425550, -0.002544886236944, -0.013500037394789, -0.012155488268440, -0.003861322090495, 2, 9.7, -69.4
1.020461701526617, 0.008226274350787, -0.002544886236944, -0.015611455967899, -0.005072469530843, -0.003489085397497, 3, 10.1, -12.5
1.020461701526617, -0.002353371007580, -0.002470381692167, -0.019894467384136, 0.006464104299169, 0.000000000000000, 2, 8.0, -148.3
1.020461701526617, 0.001222847141728, -0.002470381692167, -0.015399854688742, 0.013866091443343, 0.004404713658275, 1, -8.3, 9.5
1.020461701526617, 0.008300778895564, -0.002470381692167, -0.015568471157453, -0.005058502919291, -0.003479478498899, 3, 9.6, -14.3
1.020461701526617, 0.001222847141728, -0.002395877147390, -0.015423502337364, 0.013887383881800, 0.004411477431244, 1, -9.0, 14.8
1.020461701526617, 0.008375283440342, -0.002321372602613, -0.015555463162468, -0.005054276365511, -0.003476571274522, 3, 9.3, -12.6
1.020461701526617, -0.006451120970327, -0.002246868057835, -0.013550526228102, -0.012200948618147, -0.003875763061412, 2, 8.1, -73.3
1.020461701526617, -0.004886525530005, -0.002246868057835, -0.007850685391860, -0.016302116193955, -0.008055960665633, 2, 13.6, -71.1
1.020461701526617, -0.004364993716565, -0.002246868057835, -0.020013045674472, -0.002103455860952, 0.000000000000000, 2, 5.9, -140.5
1.020461701526617, -0.002278866462802, -0.002246868057835, -0.020006238921820, 0.006500421073241, 0.000000000000000, 1, 6.6, -153.4
1.020461701526617, 0.008449787985119, -0.002246868057835, -0.015508173696095, -0.005038911086462, -0.003466002306009, 3, 8.7, -14.6
1.020461701526617, -0.004364993716565, -0.002172363513058, -0.020042690585205, -0.002106571666625, 0.000000000000000, 2, 5.7, -139.4
1.020461701526617, 0.008449787985119, -0.002172363513058, -0.015537813808675, -0.005048541742838, -0.003472626728753, 3, 8.9, -10.8
1.020461701526617, 0.009045824343337, -0.002172363513058, -0.014252473764713, -0.003253034130713, -0.006508799345437, 3, 12.6, -5.3
1.020461701526617, -0.004364993716565, -0.002097858968281, -0.020071317558859, -0.002109580482798, 0.000000000000000, 2, 5.6, -138.2
1.020461701526617, 0.001297351686505, -0.002097858968281, -0.015501715893108, 0.013957807683710, 0.004433848312283, 1, -8.1, 9.9
1.020461701526617, 0.008524292529896, -0.002097858968281, -0.015487883856641, -0.005032318517990, -0.003461467624381, 3, 8.3, -13.7
1.020461701526617, -0.008313734589758, -0.002023354423504, -0.014648564049502, 0.008457352397221, 0.000000000000000, 3, -6.4, 14.2
1.020461701526617, -0.006302111880773, -0.002023354423504, -0.010840125918091, -0.014920153329292, -0.003920036925447, 2, 8.1, -76.6
1.020461701526617, -0.004364993716565, -0.002023354423504, -0.020098928596474, -0.002112482519792, 0.000000000000000, 2, 5.6, -136.8
1.020461701526617, 0.001297351686505, -0.002023354423504, -0.015521692364119, 0.013975794579000, 0.004439562043775, 1, -8.4, 12.9
1.020461701526617, 0.008524292529896, -0.002023354423504, -0.015515525877180, -0.005041299954907, -0.003467645483155, 3, 8.6, -8.7
1.020461701526617, 0.008598797074673, -0.002023354423504, -0.015436274261236, -0.005015549543928, -0.003449933127786, 3, 7.8, -15.6
1.020461701526617, 0.009120328888114, -0.002023354423504, -0.014226116298603, -0.003247018211071, -0.006496762455491, 3, 11.7, -7.5
1.020461701526617, -0.006525625515105, -0.001948849878727, -0.013588409805354, -0.012235059144317, -0.003886598638339, 2, 7.3, -72.4
1.020461701526617, -0.004364993716565, -0.001948849878727, -0.020125525609174, -0.002115277978472, 0.000000000000000, 2, 5.5, -135.0
1.020461701526617, 0.008598797074673, -0.001948849878727, -0.015462951082374, -0.005024217368549, -0.003455895269132, 3, 7.8, -13.1
1.020461701526617, -0.004961030074783, -0.001874345333949, -0.007886856735962, -0.016377226763927, -0.008093077797548, 2, 12.8, -69.7
1.020461701526617, 0.008673301619451, -0.001874345333949, -0.015408690854706, -0.005006587151858, -0.003443768368962, 3, 7.3, -15.3
1.020461701526617, 0.009194833432891, -0.001874345333949, -0.014195231629947, -0.003239968986992, -0.006482658089158, 3, 10.8, -9.3
1.020461701526617, -0.009654816395748, -0.001799840789172, -0.014305412660659, 0.004648110336188, -0.003197190993723, 3, -7.1, 18.6
1.020461701526617, -0.003247425544906, -0.001799840789172, -0.020731347190700, 0.002178952392506, 0.000000000000000, 2, 5.0, -140.3
1.020461701526617, 0.008673301619451, -0.001799840789172, -0.015433374195092, -0.005014607255318, -0.003449284976938, 3, 7.3, -12.9
1.020461701526617, -0.005631570977778, -0.001725336244395, -0.007750517830196, -0.017407948063421, -0.004050344244105, 2, 7.9, -79.1
1.020461701526617, -0.003247425544906, -0.001725336244395, -0.020754785898919, 0.002181415900009, 0.000000000000000, 2, 4.6, -142.3
1.020461701526617, 0.008747806164228, -0.001725336244395, -0.015376456536948, -0.004996113587124, -0.003436564153826, 3, 6.7, -15.3
1.020461701526617, -0.006376616425550, -0.001650831699618, -0.010876941857495, -0.014970826122672, -0.003933350409349, 2, 7.0, -76.0
1.020461701526617, -0.005184543709114, -0.001650831699618, -0.018850405044399, -0.006124867880893, 0.000000000000000, 2, 5.4, -60.8
1.020461701526617, -0.004439498261342, -0.001650831699618, -0.015078551114815, 0.013576788405931, 0.000000000000000, 2, -4.1, 16.1
1.020461701526617, -0.003247425544906, -0.001650831699618, -0.020777224008346, 0.002183774240341, 0.000000000000000, 2, 4.3, -143.7
1.020461701526617, 0.008747806164228, -0.001650831699618, -0.015399149434270, -0.005003486956428, -0.003441635907340, 3, 6.8, -13.0
1.020461701526617, -0.010921393656961, -0.001576327154840, -0.013270486317931, -0.001394784316050, -0.002836266307022, 3, -7.4, 17.8
1.020461701526617, -0.003247425544906, -0.001576327154840, -0.020798662843419, 0.002186027552706, 0.000000000000000, 2, 4.0, -144.7
1.020461701526617, -0.002055352828471, -0.001576327154840, -0.020285367591335, 0.006591115475749, 0.000000000000000, 1, 4.6, -151.6
1.020461701526617, 0.008747806164228, -0.001576327154840, -0.015420820870328, -0.005010528432849, -0.003446479369170, 3, 7.0, -9.3
1.020461701526617, -0.011070402746516, -0.001501822610063, -0.012495351440860, -0.004059985794488, -0.002792651008243, 3, -7.7, 20.2
