bin_impactAngle,bin_neckSection,latitude,longitude,impactAngle
4,3,6.7,-119.0,53.6
5,3,29.5,-101.3,64.9
5,3,30.1,-94.8,64.6
5,3,28.9,-87.5,62.6
4,3,26.6,-79.9,59.7
4,3,23.8,-73.1,56.5
4,3,21.1,-68.9,53.8
4,3,19.5,-69.7,52.6
4,3,19.2,-77.2,53.6
4,3,18.6,-92.0,56.0
4,3,13.3,-112.9,57.0
4,3,-8.3,-129.4,49.6
5,3,31.4,-108.5,66.1
5,3,32.6,-104.0,66.3
5,3,32.3,-97.9,64.9
5,3,30.8,-90.5,62.5
4,3,28.5,-82.0,59.4
4,3,25.4,-73.3,55.9
4,3,22.1,-65.4,52.3
4,3,19.1,-60.2,49.4
4,3,17.7,-60.3,48.4
4,3,18.1,-67.4,50.1
4,3,19.2,-81.6,53.8
4,3,17.9,-102.2,57.7
4,3,7.6,-126.3,57.1
5,3,33.0,-114.9,66.7
5,3,33.7,-111.4,66.5
5,3,33.3,-106.2,64.9
5,3,32.1,-99.3,62.5
4,3,30.3,-91.0,59.5
4,3,27.8,-81.5,56.1
4,3,24.7,-71.4,52.5
4,3,21.2,-61.6,48.8
4,3,17.9,-54.1,45.5
4,3,15.9,-51.7,44.0
4,3,16.3,-56.7,45.5
4,3,18.3,-69.2,49.7
4,3,19.8,-88.3,55.4
4,3,17.0,-113.0,59.8
4,3,-0.9,-136.3,55.3
5,3,33.0,-121.9,66.2
5,3,33.2,-119.4,65.6
5,3,32.6,-115.0,63.9
5,3,31.5,-109.0,61.5
4,3,30.2,-101.3,58.7
4,3,28.5,-92.3,55.6
4,3,26.4,-82.0,52.3
4,3,23.7,-70.8,48.8
4,3,20.4,-59.7,45.2
4,3,17.0,-50.1,41.9
4,3,14.6,-45.1,40.0
4,3,14.7,-48.0,41.1
4,3,16.9,-58.7,45.3
4,3,19.7,-75.9,51.6
4,3,20.7,-98.9,58.3
5,3,14.5,-126.2,61.7
5,3,31.4,-127.9,64.6
5,3,30.7,-124.9,63.2
5,3,29.7,-120.2,61.1
4,3,28.6,-113.9,58.5
4,3,27.5,-106.1,55.6
4,3,26.3,-97.0,52.5
4,3,24.9,-86.5,49.2
4,3,23.0,-74.9,45.9
4,3,20.6,-62.7,42.7
3,3,17.5,-50.9,39.5
3,3,14.6,-42.2,37.1
3,3,13.6,-40.6,36.9
4,3,15.2,-48.2,40.2
4,3,18.4,-62.7,46.2
4,3,21.3,-82.9,53.8
5,3,21.5,-108.4,61.2
5,3,11.6,-136.5,62.3
5,3,28.4,-133.6,62.6
5,3,27.2,-130.8,61.2
4,3,26.1,-126.4,59.1
4,3,25.0,-120.4,56.6
4,3,24.2,-113.1,53.7
4,3,23.4,-104.4,50.5
4,3,22.7,-94.4,47.3
4,3,21.9,-83.2,44.0
4,3,20.6,-70.8,41.0
3,3,18.7,-57.9,38.1
3,3,16.1,-45.9,35.6
3,3,14.0,-38.3,34.2
3,3,14.0,-39.7,35.6
4,3,16.5,-50.1,40.3
4,3,19.9,-66.8,47.4
4,3,22.9,-88.6,55.8
5,3,22.6,-115.6,63.6
5,3,9.1,-142.4,61.2
5,3,25.4,-138.2,61.0
5,3,23.9,-136.5,60.0
4,3,22.4,-132.9,58.3
4,3,21.2,-127.8,56.0
4,3,20.4,-121.3,53.3
4,3,19.8,-113.6,50.2
4,3,19.5,-104.6,46.9
4,3,19.4,-94.3,43.6
4,3,19.3,-82.8,40.3
3,3,18.8,-70.2,37.4
3,3,17.8,-57.1,34.9
3,3,16.1,-45.3,33.2
3,3,14.7,-38.5,32.8
3,3,15.3,-41.2,35.1
4,3,17.8,-52.5,40.4
4,3,21.3,-69.8,48.1
4,3,24.4,-92.2,57.2
5,3,24.2,-119.9,65.4
4,3,8.3,-143.9,59.2
4,3,20.9,-140.1,58.7
4,3,19.0,-137.4,57.5
4,3,17.5,-133.1,55.6
4,3,16.4,-127.5,53.3
4,3,15.8,-120.7,50.5
4,3,15.7,-112.7,47.3
4,3,15.9,-103.6,43.9
4,3,16.4,-93.3,40.4
3,3,17.0,-82.0,37.2
3,3,17.4,-69.7,34.5
3,3,17.2,-57.3,32.6
3,3,16.5,-46.7,31.7
3,3,16.0,-41.8,32.5
3,3,17.1,-45.8,35.7
4,3,19.6,-57.4,41.6
4,3,23.0,-74.7,49.6
4,3,26.1,-97.1,59.1
5,3,26.0,-124.4,67.3
4,3,18.5,-141.6,57.2
4,3,16.1,-139.7,56.5
4,3,14.1,-136.1,55.1
4,3,12.7,-130.9,53.1
4,3,12.0,-124.5,50.5
4,3,11.9,-117.0,47.5
4,3,12.3,-108.4,44.1
4,3,13.2,-98.7,40.4
3,3,14.4,-88.0,36.9
3,3,15.7,-76.5,33.9
3,3,16.6,-64.7,31.8
3,3,17.1,-54.2,31.1
3,3,17.3,-48.2,32.1
3,3,18.3,-49.8,35.2
4,3,20.5,-59.2,40.8
4,3,23.7,-74.8,48.8
4,3,27.2,-95.7,58.5
5,3,28.8,-121.7,67.8
4,3,14.3,-140.4,55.4
4,3,11.8,-137.5,54.6
4,3,10.0,-133.0,53.0
4,3,9.0,-127.1,50.9
4,3,8.7,-120.1,48.1
4,3,9.2,-112.1,44.8
4,3,10.2,-103.1,41.3
3,3,11.8,-93.2,37.6
3,3,13.7,-82.7,34.4
3,3,15.5,-72.0,32.0
3,3,16.9,-62.4,31.2
3,3,18.0,-56.2,32.2
3,3,19.3,-56.2,35.3
4,3,21.4,-63.4,40.7
4,3,24.5,-76.8,48.4
4,3,28.3,-95.6,58.1
5,3,31.1,-119.3,68.0
4,3,12.3,-138.7,53.8
4,3,9.5,-135.7,53.3
4,3,7.6,-131.0,51.9
4,3,6.7,-125.0,49.8
4,3,6.7,-117.8,47.1
4,3,7.5,-109.7,43.8
4,3,9.0,-100.9,40.2
3,3,11.1,-91.4,36.7
3,3,13.4,-81.7,33.8
3,3,15.7,-72.7,32.3
3,3,17.7,-66.0,32.7
3,3,19.5,-63.9,35.2
4,3,21.6,-67.9,40.0
4,3,24.7,-78.1,47.2
4,3,28.7,-93.7,56.5
5,3,32.9,-114.2,66.9
5,3,28.1,-132.8,67.2
4,3,13.7,-136.5,52.1
4,3,9.9,-134.7,52.1
4,3,7.3,-130.7,51.3
4,3,6.0,-125.0,49.6
4,3,5.8,-118.2,47.2
4,3,6.6,-110.4,44.1
4,3,8.3,-102.0,40.8
3,3,10.6,-93.3,37.5
3,3,13.3,-84.8,35.0
3,3,16.0,-77.6,34.1
3,3,18.5,-73.2,35.4
3,3,21.1,-73.7,39.1
4,3,24.1,-79.8,45.2
4,3,28.3,-91.4,53.7
5,3,33.4,-107.7,64.1
5,3,34.9,-124.9,70.9
4,3,14.8,-132.8,50.4
4,3,10.5,-131.2,50.5
4,3,7.8,-127.0,49.7
4,3,6.6,-121.1,48.0
4,3,6.7,-114.1,45.5
4,3,8.1,-106.4,42.6
3,3,10.3,-98.4,39.6
3,3,13.1,-90.9,37.4
3,3,16.2,-84.9,36.8
3,3,19.4,-81.9,38.6
4,3,22.7,-83.4,42.9
4,3,26.9,-90.1,50.0
4,3,32.3,-101.5,59.6
5,3,37.5,-115.1,69.7
4,3,17.7,-128.1,48.9
4,3,12.9,-127.3,48.8
4,3,10.0,-123.2,48.0
4,3,9.0,-117.4,46.4
4,3,9.5,-110.7,44.1
4,3,11.4,-103.7,41.8
4,3,14.1,-97.2,40.1
4,3,17.4,-92.4,40.1
4,3,21.1,-90.5,42.5
4,3,25.4,-92.7,47.6
4,3,30.9,-99.2,55.7
5,3,37.2,-107.9,66.0
5,3,32.9,-109.0,66.4
4,3,19.4,-123.1,48.0
4,3,15.3,-121.3,47.3
4,3,13.6,-116.6,46.0
4,3,13.9,-110.8,44.4
4,3,15.9,-105.0,43.2
4,3,19.1,-100.5,43.4
4,3,23.2,-98.4,45.9
4,3,28.4,-99.7,51.5
5,3,35.0,-103.5,60.3
5,3,39.2,-103.9,69.1
4,3,25.3,-116.4,48.7
4,3,21.3,-116.3,47.5
4,3,20.4,-112.5,46.6
4,3,22.0,-108.0,46.6
4,3,25.8,-104.8,48.8
4,3,31.4,-103.5,54.3
5,3,37.9,-101.6,63.2
5,3,30.8,-87.6,63.3
4,3,32.0,-105.6,52.4
4,3,29.7,-109.1,51.3
4,3,30.8,-106.7,52.6
4,3,35.1,-102.3,57.6
5,3,37.8,-90.8,64.8
4,3,33.9,-82.3,58.1
5,3,35.8,-86.2,60.4
4,3,22.2,-63.7,55.4
4,3,8.6,-145.6,59.0
4,3,-14.2,-55.3,43.6
4,3,-13.5,-45.8,41.0
5,3,-22.2,-98.1,60.6
5,3,29.1,-104.8,64.3
3,3,10.2,9.8,24.9
5,3,30.3,-117.3,68.1
5,3,-13.4,-145.1,66.9
5,3,-10.6,-150.7,66.1
3,3,-6.5,-67.6,38.8
3,3,-12.3,143.8,32.6
5,3,-16.4,69.4,60.9
4,3,-3.4,-152.1,58.6
2,3,-2.5,2.8,10.7
5,3,-3.1,-132.8,63.4
3,3,-0.9,-37.2,21.7
5,3,-4.8,-141.8,65.8
2,3,-0.1,-6.8,9.2
2,3,2.4,-17.0,16.4
4,3,1.7,-90.4,46.5
4,3,17.8,89.1,54.8
2,3,3.0,-13.5,18.5
3,3,0.7,-41.5,26.3
3,3,-14.1,-31.1,33.4
3,3,12.4,-17.3,29.4
2,3,1.7,-6.8,18.9
4,3,-25.5,-75.7,53.7
3,3,7.3,-28.1,30.3
4,3,13.7,-86.6,51.7
4,3,15.1,-75.0,49.4
5,3,12.9,-125.8,63.2
4,2,-7.8,-21.4,41.7
5,2,-22.2,-79.0,60.8
3,2,1.6,-43.8,31.2
4,2,-2.8,81.2,52.5
5,2,-27.1,-104.2,67.0
5,2,-39.2,110.0,64.6
5,2,-40.4,64.9,71.7
5,2,-31.8,65.6,64.5
4,2,-24.3,93.7,51.0
4,2,-5.8,-92.2,44.4
5,2,-33.6,72.5,64.1
5,2,-39.7,38.7,73.1
5,2,-27.5,38.5,69.5
4,2,-16.1,83.4,52.0
5,2,-37.3,-94.0,66.0
5,2,-31.7,-67.4,60.1
5,2,-37.1,46.7,81.5
5,2,-31.8,28.5,72.8
4,2,-12.4,87.5,50.2
5,2,-34.1,-114.4,71.0
5,2,-30.8,26.0,71.6
3,2,-11.7,131.0,32.5
4,2,17.4,-145.3,56.5
3,2,-15.5,-56.2,36.9
4,2,-11.7,-79.2,42.9
4,2,-5.6,-88.9,45.3
1,2,1.4,-55.9,3.1
5,2,1.0,13.0,67.3
3,2,-2.7,-57.2,33.0
4,2,1.1,-104.1,51.7
4,2,8.0,-90.8,47.2
4,2,14.0,-82.8,46.6
5,2,26.8,20.5,73.8
4,2,17.5,-61.9,42.2
5,2,32.2,25.9,75.9
3,2,16.4,152.5,29.0
3,2,11.6,-14.9,30.9
5,2,33.8,84.4,71.2
5,2,35.0,31.9,75.4
4,2,18.9,98.9,47.8
5,2,29.7,-128.4,71.9
3,2,23.8,-52.3,38.0
5,2,22.6,44.8,64.7
5,2,29.9,75.1,62.4
5,2,43.3,43.0,76.9
5,2,33.4,43.7,71.8
4,2,22.9,92.9,51.2
5,2,33.4,-81.4,66.4
5,2,35.2,135.8,62.2
5,2,43.9,76.2,73.9
5,2,37.6,75.2,66.8
4,2,30.4,105.8,52.4
4,2,18.5,-82.7,40.4
4,2,-32.6,-106.5,53.8
5,2,-22.5,108.8,61.9
5,2,-38.1,64.0,62.9
3,2,-6.0,128.4,33.0
4,2,6.2,-79.5,45.6
4,2,-29.8,-70.7,44.0
4,1,20.3,86.2,44.7
4,1,6.8,103.1,41.3
3,1,4.8,154.9,30.8
4,1,-28.8,84.2,56.4
4,1,-13.7,88.8,50.0
4,1,-11.9,112.1,40.8
3,1,-24.1,-174.5,26.5
4,1,-16.6,67.4,49.7
5,1,-32.5,-54.5,66.8
5,1,-19.1,47.1,65.6
5,1,-1.0,55.8,64.6
5,1,6.4,69.0,62.9
4,1,6.7,86.1,57.2
4,1,-0.1,112.3,44.2
2,1,-15.1,-10.9,11.7
4,1,-28.9,-41.6,48.5
5,1,-25.0,28.1,71.9
5,1,0.2,35.1,71.9
5,1,11.8,45.9,73.3
5,1,16.5,56.5,72.4
5,1,17.1,67.2,69.1
5,1,14.4,80.7,63.0
4,1,7.8,102.3,51.6
3,1,-9.1,151.5,24.8
5,1,39.8,84.8,70.0
5,1,-37.6,-90.7,64.9
5,1,-14.3,18.0,73.4
3,1,-1.8,-75.0,24.5
3,1,5.5,-81.5,34.3
3,1,6.7,-77.0,35.5
3,1,2.3,-62.8,29.4
5,1,20.7,60.1,72.9
5,1,18.0,68.6,68.3
5,1,13.5,83.1,60.6
4,1,4.8,113.2,44.9
5,1,-23.1,51.1,72.7
5,1,26.1,-93.0,63.5
3,1,-20.7,-35.9,33.5
5,1,-36.4,-125.6,72.6
2,1,-3.9,-76.3,18.1
3,1,8.5,-98.4,36.5
4,1,13.9,-103.1,43.2
4,1,15.8,-101.1,44.8
4,1,15.1,-93.9,43.0
3,1,11.5,-81.0,37.6
3,1,2.2,-55.3,25.0
5,1,17.4,56.2,71.3
5,1,14.2,64.8,66.4
4,1,9.9,84.7,57.0
3,1,-1.2,134.9,32.5
4,1,-10.0,-86.5,45.3
3,1,6.6,-57.5,31.6
4,1,-21.0,-79.4,45.7
3,1,8.8,-108.6,36.1
4,1,14.2,-117.5,43.8
4,1,16.7,-119.1,46.8
4,1,17.4,-116.1,46.9
4,1,16.7,-109.0,44.6
4,1,14.5,-97.6,40.1
3,1,10.1,-79.9,32.4
5,1,15.1,43.8,73.8
5,1,12.3,46.5,71.3
5,1,9.8,56.0,66.9
4,1,7.1,82.4,55.9
2,1,-5.3,161.6,19.0
4,1,-18.5,-107.6,55.6
3,1,9.1,-120.3,37.9
4,1,12.3,-128.6,44.1
4,1,13.7,-130.5,46.6
4,1,14.2,-128.2,46.7
4,1,13.9,-122.4,44.7
4,1,12.9,-113.1,40.9
3,1,11.0,-99.5,35.1
3,1,7.5,-78.6,26.2
5,1,9.7,34.0,74.4
5,1,7.4,35.3,73.0
5,1,6.1,45.2,69.3
4,1,5.3,77.1,56.9
2,1,-1.7,-179.0,14.6
2,1,-7.3,-7.7,12.3
5,1,-13.7,-127.2,61.7
3,1,5.2,-119.4,33.1
4,1,7.2,-132.3,41.2
4,1,8.1,-136.9,44.9
4,1,8.4,-136.7,46.0
4,1,8.3,-132.9,45.0
4,1,8.0,-126.0,42.3
3,1,7.4,-115.8,37.9
3,1,6.4,-101.4,31.4
3,1,4.7,-79.2,21.7
5,1,6.0,26.4,75.4
5,1,4.6,26.4,74.6
5,1,4.1,35.7,71.8
4,1,4.3,70.4,59.1
2,1,-3.6,-28.0,16.5
5,1,-6.7,-137.5,64.0
3,1,2.4,-129.7,37.2
4,1,2.1,-137.5,42.7
4,1,1.7,-139.6,45.1
4,1,1.4,-137.7,45.3
4,1,1.2,-132.8,43.6
4,1,1.2,-124.9,40.3
3,1,1.2,-113.7,35.2
3,1,1.3,-97.9,27.9
2,1,1.6,-72.7,16.6
5,1,3.9,23.2,75.5
5,1,4.0,23.9,74.8
5,1,3.9,36.0,71.6
4,1,3.6,78.2,55.5
3,1,-3.1,-66.6,37.0
3,1,1.4,-45.0,24.3
5,1,0.7,-148.5,66.3
3,1,-0.3,-120.1,31.9
4,1,-2.8,-132.9,40.3
4,1,-4.3,-137.3,44.3
4,1,-5.2,-137.0,45.5
4,1,-5.5,-133.2,44.7
4,1,-5.5,-126.3,42.1
3,1,-5.0,-116.0,37.6
3,1,-3.8,-101.6,31.0
3,1,-1.6,-79.7,20.9
5,1,1.7,26.3,74.8
5,1,3.3,26.8,74.1
5,1,3.7,36.7,71.1
4,1,3.0,72.3,57.8
2,1,5.3,-29.9,19.5
5,1,9.7,-139.0,65.3
3,1,-4.4,-121.7,35.9
4,1,-8.0,-129.8,42.6
4,1,-10.1,-131.5,45.5
4,1,-11.0,-129.0,45.8
4,1,-11.1,-123.1,44.0
4,1,-10.2,-113.7,40.3
3,1,-8.2,-100.2,34.3
3,1,-4.5,-79.7,24.9
5,1,-2.2,33.5,73.1
5,1,0.2,35.6,71.7
5,1,1.4,46.5,67.8
4,1,1.8,80.0,54.5
2,1,8.1,-15.2,18.2
5,1,17.5,-130.0,64.6
3,1,-4.3,-110.8,33.3
4,1,-9.9,-119.6,41.6
4,1,-12.9,-121.0,45.0
4,1,-14.0,-117.7,45.4
4,1,-13.6,-110.5,43.3
3,1,-11.5,-99.2,38.7
3,1,-7.2,-81.8,30.7
5,1,-7.7,42.5,71.9
5,1,-4.8,46.0,69.3
5,1,-2.5,56.6,64.7
4,1,-0.1,84.7,52.9
2,1,10.3,176.1,14.8
5,1,23.3,-110.8,60.3
2,1,7.1,-78.4,15.4
3,1,-4.5,-101.6,33.5
4,1,-10.2,-106.3,40.6
4,1,-12.4,-104.1,42.6
4,1,-11.9,-96.8,41.0
3,1,-8.7,-84.2,35.7
3,1,-0.6,-60.8,23.6
5,1,-10.0,54.2,68.7
5,1,-6.9,63.8,63.7
4,1,-2.8,85.2,53.9
3,1,7.5,139.8,28.5
5,1,34.7,-138.4,72.9
3,1,-13.0,-62.8,34.8
4,1,25.6,-82.4,51.9
5,1,25.1,19.2,75.0
3,1,4.4,-79.5,22.0
3,1,-2.7,-86.2,31.7
3,1,-4.3,-81.9,33.3
3,1,-0.9,-69.1,28.1
5,1,-13.1,56.8,70.1
5,1,-10.6,65.8,65.4
4,1,-6.4,81.2,57.5
4,1,1.8,113.3,41.6
5,1,22.1,84.7,63.4
4,1,-21.1,-91.1,59.9
4,1,23.1,-40.6,40.5
5,1,22.2,-125.1,60.0
5,1,35.5,31.1,75.8
5,1,10.4,34.0,70.7
5,1,-2.4,43.4,70.6
5,1,-7.9,53.2,69.3
5,1,-9.1,63.7,66.0
4,1,-7.0,77.4,59.9
4,1,-1.0,100.0,48.6
3,1,14.3,153.4,23.9
5,1,-35.8,113.6,62.6
5,1,40.0,-93.5,71.3
5,1,29.7,49.3,68.3
5,1,10.9,54.7,63.3
5,1,2.4,66.6,60.5
4,1,1.2,83.3,54.6
4,1,6.9,110.3,42.2
4,1,29.8,-42.5,55.1
5,1,37.3,92.8,61.0
4,1,22.6,90.9,51.1
4,1,19.4,113.3,41.5
5,1,41.4,120.1,65.3
5,1,28.9,-65.8,66.9
4,1,28.8,106.1,48.5
3,1,-5.4,145.5,31.6
3,1,-26.1,146.8,30.9
4,1,-36.8,101.2,53.9
4,1,-21.9,97.3,42.4
3,1,-24.1,-46.9,21.1
3,1,-26.8,-59.7,31.4
3,1,-25.7,-65.6,31.8
4,1,-32.5,-59.3,47.2
3,1,-14.8,-73.8,24.1
3,1,-12.1,-66.8,23.7
3,1,-15.4,-56.7,20.3
3,1,-18.7,-56.9,23.0
3,1,-24.9,-72.0,35.4
5,1,-32.1,-55.9,61.8
3,1,-2.9,-83.5,32.6
3,1,-0.5,-75.0,34.0
3,1,-4.7,-60.6,27.6
2,1,-14.2,-38.2,13.7
5,1,-11.9,43.5,66.1
2,1,-21.1,-22.1,15.6
3,1,-19.5,-60.0,27.8
4,1,-31.4,-88.0,49.7
4,1,7.7,-94.0,43.4
4,1,10.7,-87.1,46.0
4,1,8.6,-75.9,42.7
3,1,1.7,-59.7,33.5
2,1,-18.5,-35.6,19.7
3,1,-21.3,-80.7,39.5
5,1,-40.5,-97.0,68.7
4,1,12.8,-106.4,48.5
4,1,18.2,-103.5,53.8
4,1,19.4,-96.4,54.2
4,1,17.2,-85.9,50.9
4,1,11.6,-71.6,43.6
3,1,0.9,-49.7,29.8
5,1,-31.5,60.7,75.9
4,1,28.4,-99.3,55.5
3,1,-15.9,-56.2,27.7
4,1,-25.3,-103.2,52.3
4,1,18.4,-118.1,54.2
4,1,22.9,-116.5,58.4
4,1,24.4,-111.1,59.0
4,1,23.5,-102.6,56.7
4,1,20.4,-90.9,52.0
4,1,14.7,-75.3,44.4
3,1,4.3,-51.7,30.9
5,1,-30.1,56.2,75.3
5,1,35.0,-133.8,69.0
3,1,-14.1,-74.2,36.1
5,1,-29.9,-124.7,63.6
4,1,20.2,-129.6,56.7
4,1,23.6,-129.1,60.0
5,1,25.0,-125.2,60.4
4,1,24.8,-118.4,58.7
4,1,23.3,-108.9,55.3
4,1,20.4,-96.4,50.0
4,1,15.4,-80.1,42.5
3,1,6.8,-56.0,30.4
5,1,-23.5,36.1,76.1
4,1,6.1,-118.7,56.9
2,1,-11.6,-33.0,18.4
4,1,-13.3,-96.4,46.7
4,1,20.0,-140.1,58.7
5,1,21.5,-138.6,60.0
4,1,22.0,-134.2,59.3
4,1,21.6,-127.2,57.1
4,1,20.5,-117.9,53.4
4,1,18.5,-105.8,48.3
4,1,15.2,-90.4,41.5
3,1,9.9,-69.1,32.0
5,1,22.5,-131.2,69.3
3,1,-7.8,-53.4,26.7
4,1,-12.0,-115.0,55.1
4,1,15.3,-147.6,57.7
4,1,16.1,-146.4,58.8
4,1,16.3,-142.5,58.1
4,1,16.1,-136.3,55.9
4,1,15.5,-127.9,52.4
4,1,14.4,-117.2,47.7
4,1,12.8,-103.6,41.7
3,1,10.3,-86.0,33.9
3,1,5.7,-59.7,22.6
4,1,-14.7,88.0,54.0
4,1,-3.2,-110.6,55.9
3,1,-4.3,-65.3,32.4
5,1,-8.9,-128.8,60.4
4,1,8.8,-151.4,55.4
4,1,9.1,-152.0,57.3
4,1,9.2,-149.5,57.4
4,1,9.1,-144.7,56.0
4,1,8.8,-137.8,53.2
4,1,8.4,-128.7,49.2
4,1,7.8,-117.4,44.0
3,1,7.0,-103.2,37.4
3,1,5.8,-84.4,28.9
2,1,3.3,-54.8,16.2
5,1,3.4,-157.7,65.0
3,1,-0.8,-70.9,35.3
5,1,-3.8,-136.5,63.0
4,1,2.1,-153.7,56.0
4,1,1.7,-152.7,57.0
4,1,1.3,-149.2,56.4
4,1,1.1,-143.6,54.4
4,1,1.0,-136.0,51.2
4,1,0.9,-126.4,46.8
4,1,1.0,-114.4,41.1
3,1,1.2,-99.3,34.0
3,1,1.5,-79.0,24.6
2,1,1.7,-42.0,8.4
3,1,-0.2,-66.6,37.5
3,1,2.8,-78.6,39.2
5,1,2.3,-144.0,65.2
4,1,-4.2,-151.9,54.7
4,1,-5.4,-152.3,56.9
4,1,-6.1,-149.8,57.1
4,1,-6.6,-144.9,55.8
4,1,-6.6,-137.9,53.1
4,1,-6.4,-128.9,49.1
4,1,-5.8,-117.6,43.9
3,1,-4.7,-103.4,37.2
3,1,-2.9,-84.8,28.5
2,1,-0.0,-55.7,15.2
5,1,-10.1,-155.7,62.3
3,1,6.2,-71.8,36.4
5,1,9.2,-137.2,64.1
4,1,-10.9,-148.5,56.5
4,1,-12.5,-147.2,57.9
4,1,-13.4,-143.1,57.5
4,1,-13.6,-136.8,55.5
4,1,-13.2,-128.4,52.1
4,1,-12.2,-117.6,47.4
4,1,-10.3,-104.2,41.3
3,1,-7.4,-86.9,33.1
3,1,-2.6,-61.4,21.2
4,1,11.1,102.7,47.4
4,1,-5.4,-115.8,57.2
3,1,9.4,-67.0,34.7
5,1,15.0,-130.2,62.7
4,1,-15.5,-141.7,56.9
4,1,-17.7,-140.0,58.7
4,1,-18.8,-135.4,58.4
4,1,-18.8,-128.3,56.3
4,1,-17.8,-118.9,52.7
4,1,-15.8,-107.0,47.5
4,1,-12.4,-91.8,40.5
3,1,-6.9,-71.4,30.5
5,1,-12.5,-150.3,68.9
2,1,-8.0,-8.4,10.7
3,1,12.2,-56.1,30.3
4,1,18.6,-116.7,58.4
4,1,-15.2,-132.2,54.0
4,1,-19.3,-131.6,57.8
4,1,-21.2,-127.5,58.7
4,1,-21.5,-120.6,57.4
4,1,-20.3,-111.0,54.0
4,1,-17.4,-98.7,48.7
4,1,-12.5,-82.9,41.0
3,1,-4.4,-60.3,28.9
5,1,20.9,46.8,72.6
4,1,-15.3,-118.5,57.8
3,1,14.5,-38.2,24.1
4,1,19.9,-98.4,50.8
4,1,-13.4,-121.6,51.0
4,1,-18.6,-120.1,55.8
4,1,-20.6,-114.7,56.8
4,1,-20.2,-106.1,54.8
4,1,-17.5,-94.6,50.3
4,1,-12.1,-79.6,42.6
3,1,-2.9,-58.1,30.0
5,1,25.6,58.5,72.4
5,1,-35.4,-127.6,69.7
4,1,19.8,-76.7,40.8
5,1,35.4,-124.0,68.8
4,1,-7.9,-110.4,45.0
4,1,-14.0,-108.1,50.8
4,1,-15.9,-101.3,51.7
4,1,-14.3,-91.0,48.7
4,1,-9.4,-77.3,41.9
3,1,-0.5,-57.9,29.8
5,1,24.8,53.5,73.4
4,1,-27.3,-65.9,45.7
3,1,20.3,-59.7,33.0
4,1,32.3,-102.8,58.6
4,1,-3.3,-98.7,40.2
4,1,-7.3,-92.7,43.3
4,1,-6.1,-82.2,40.7
3,1,-0.5,-67.5,32.9
2,1,9.9,-44.5,17.7
3,1,21.0,-42.4,25.7
4,1,27.5,-81.0,45.5
5,1,35.1,-88.8,68.3
3,1,7.5,-87.4,30.1
3,1,3.7,-80.9,32.1
3,1,6.4,-68.2,27.2
2,1,13.3,-50.6,17.8
2,1,20.3,-29.9,14.2
3,1,21.3,-36.9,20.6
3,1,24.0,-62.1,33.3
4,1,36.7,-81.6,57.4
3,1,19.8,-74.0,25.5
3,1,16.0,-70.8,24.4
3,1,18.5,-61.7,23.0
3,1,22.6,-59.7,27.6
4,1,30.1,-68.4,42.3
4,1,13.7,-37.4,52.7
3,1,27.9,-41.4,39.7
3,1,29.7,-57.1,39.1
4,1,26.0,-34.7,52.6
4,3,-26.2,-107.7,44.7
4,3,-3.4,-116.2,45.7
4,3,-4.1,-114.8,46.2
4,3,-15.5,-118.1,46.3
4,3,-24.5,-62.3,51.1
4,3,7.4,-114.6,50.8
4,3,9.2,-107.6,51.0
4,3,7.0,-103.2,48.9
4,3,2.2,-105.2,47.1
4,3,-7.1,-114.8,47.5
4,3,-28.6,-117.8,52.9
4,3,14.4,-115.6,55.7
4,3,16.1,-107.4,55.7
4,3,14.8,-98.9,53.0
4,3,11.7,-92.3,49.2
4,3,8.0,-89.9,45.9
4,3,4.0,-94.6,45.0
4,3,-2.3,-107.2,47.0
4,3,-16.8,-123.3,51.8
4,3,19.3,-119.4,59.7
4,3,20.8,-111.6,59.5
4,3,20.0,-102.7,57.1
4,3,17.4,-93.3,53.1
4,3,13.7,-84.7,48.2
4,3,9.8,-78.6,43.5
4,3,6.4,-77.5,40.7
4,3,3.7,-83.8,41.2
4,3,0.1,-98.1,45.0
4,3,-8.8,-118.2,51.1
4,3,-30.8,-126.4,59.3
5,3,20.6,-127.7,61.6
5,3,23.1,-121.8,62.5
5,3,23.5,-114.0,61.2
4,3,22.3,-104.8,58.2
4,3,19.7,-94.7,53.9
4,3,16.0,-84.2,48.5
4,3,11.6,-74.3,42.7
3,3,7.4,-66.9,37.4
3,3,4.3,-64.9,34.5
3,3,2.7,-71.0,35.7
4,3,1.3,-85.3,40.6
4,3,-2.9,-106.4,48.2
4,3,-15.6,-130.5,56.9
5,3,21.7,-134.0,63.2
5,3,23.6,-128.8,63.6
5,3,24.0,-121.8,62.3
4,3,23.3,-113.1,59.5
4,3,21.4,-103.1,55.6
4,3,18.5,-92.0,50.6
4,3,14.7,-80.1,44.7
3,3,10.1,-68.2,38.1
3,3,5.6,-57.7,31.8
3,3,2.2,-52.3,27.8
3,3,1.1,-56.1,28.4
3,3,1.1,-69.3,33.8
4,3,0.2,-89.9,42.4
4,3,-5.1,-116.2,52.6
5,3,-21.7,-140.3,61.5
5,3,20.5,-140.4,63.5
5,3,22.0,-136.0,63.7
5,3,22.4,-129.8,62.3
4,3,22.0,-122.0,59.8
4,3,20.8,-112.7,56.2
4,3,18.9,-102.2,51.7
4,3,16.2,-90.4,46.4
