bin_impactAngle,bin_neckSection,latitude,longitude,impactAngle
3,2,-7.0,-73.0,29.9
3,2,-11.5,-82.6,32.0
4,2,-20.8,-32.4,50.2
3,2,-2.7,-74.1,32.1
3,2,0.2,-63.3,34.6
3,2,-3.9,-51.3,28.9
3,2,-6.1,-50.6,26.1
3,2,-5.4,-70.6,31.8
4,2,-20.2,-98.3,40.7
4,2,6.4,-76.9,41.5
4,2,9.0,-67.5,44.4
3,2,4.3,-53.1,38.6
2,2,-10.9,-24.8,18.6
4,2,9.3,46.9,46.3
3,2,-5.5,-53.0,26.9
3,2,-7.0,-90.9,39.2
4,2,-29.5,-64.3,58.2
4,2,11.4,-85.5,46.1
4,2,18.1,-81.5,53.4
4,2,18.4,-72.8,53.3
4,2,13.6,-59.6,47.7
3,2,0.7,-36.1,32.9
2,2,-19.0,-13.0,19.4
3,2,-1.8,-69.2,34.5
4,2,-14.5,-112.8,48.0
4,2,20.0,-95.0,54.2
4,2,25.9,-93.5,59.8
4,2,27.0,-87.6,60.0
4,2,24.6,-77.6,56.6
4,2,18.5,-62.5,49.7
3,2,4.2,-34.8,34.3
2,2,-7.3,-30.6,18.1
4,2,0.6,-87.0,42.3
4,2,-29.8,-124.3,57.6
4,2,25.9,-106.3,58.7
5,2,30.4,-107.3,62.6
5,2,31.4,-103.9,62.5
4,2,30.2,-96.6,59.9
4,2,27.1,-85.1,55.4
4,2,21.5,-68.4,48.7
3,2,9.6,-40.4,36.2
3,2,-0.2,-22.6,25.2
3,2,1.2,-54.6,31.4
4,2,-0.1,-110.1,51.0
5,2,28.3,-118.2,60.0
5,2,31.0,-120.8,62.5
5,2,31.3,-119.1,62.1
4,2,30.4,-113.6,59.8
4,2,28.6,-104.7,56.1
4,2,26.0,-92.0,51.3
4,2,21.7,-74.5,45.1
3,2,13.1,-46.9,35.4
4,2,5.9,67.2,56.6
4,2,22.4,-51.7,40.8
4,2,7.0,-79.1,43.1
4,2,-7.5,-135.3,58.3
4,2,27.5,-128.8,59.1
5,2,28.4,-132.0,60.8
5,2,27.8,-130.8,60.0
4,2,26.6,-126.0,57.7
4,2,25.2,-118.1,54.2
4,2,23.6,-106.9,49.8
4,2,21.6,-91.9,44.3
3,2,18.3,-71.1,37.6
3,2,8.0,-29.7,25.8
3,2,-19.6,139.9,37.7
5,2,-14.1,-136.3,67.0
3,2,0.1,-25.3,21.0
4,2,10.6,-91.3,49.3
4,2,-13.5,-145.1,58.6
4,2,24.3,-136.7,57.0
4,2,23.6,-140.0,58.3
4,2,22.1,-138.8,57.7
4,2,20.7,-134.4,55.6
4,2,19.4,-127.3,52.4
4,2,18.4,-117.4,48.2
4,2,17.6,-104.4,43.0
3,2,16.7,-87.3,36.8
3,2,14.6,-62.5,29.4
4,2,14.3,-97.8,51.1
3,2,8.0,-44.6,32.0
4,2,13.9,-105.9,56.1
5,2,-6.6,22.9,60.0
4,2,18.8,-143.7,55.5
4,2,16.7,-144.3,56.0
4,2,14.7,-141.4,54.9
4,2,13.2,-135.8,52.6
4,2,12.2,-127.6,49.1
4,2,11.9,-117.0,44.4
3,2,12.1,-103.4,38.6
3,2,12.6,-85.4,31.8
3,2,12.4,-58.7,23.6
4,2,-13.6,74.8,56.1
3,2,-16.8,-43.5,37.9
3,2,13.0,-53.8,37.7
5,2,17.5,-114.6,60.7
4,2,13.4,-145.3,53.3
4,2,10.4,-145.7,54.3
4,2,8.0,-142.6,53.7
4,2,6.5,-136.7,51.6
4,2,5.7,-128.6,48.3
4,2,5.8,-118.0,43.6
3,2,6.8,-104.6,37.6
3,2,8.6,-87.2,30.1
3,2,10.7,-61.9,21.0
4,2,-6.4,82.3,51.8
3,2,16.1,-40.6,37.5
3,2,-18.3,-49.1,38.7
4,2,16.5,-56.5,40.5
5,2,21.9,-116.5,63.3
4,2,10.8,-142.3,49.8
4,2,6.6,-144.8,52.5
4,2,3.3,-142.9,53.2
4,2,1.2,-138.0,52.2
4,2,0.2,-130.5,49.6
4,2,0.3,-120.7,45.5
3,2,1.6,-108.3,39.9
3,2,4.2,-92.6,32.5
3,2,8.0,-71.1,23.0
3,2,8.9,129.7,38.4
5,2,2.5,-126.8,60.5
4,2,18.7,-53.2,40.7
5,2,26.4,-111.2,63.9
4,2,8.1,-138.6,47.4
4,2,2.6,-141.1,50.9
4,2,-1.1,-138.8,52.2
4,2,-3.3,-133.2,51.5
4,2,-4.0,-125.0,48.9
4,2,-3.1,-114.2,44.4
3,2,-0.7,-100.7,38.0
3,2,3.5,-83.4,29.4
2,2,9.3,-58.1,17.9
2,2,-7.3,168.9,15.0
5,2,-34.9,-124.6,72.8
3,2,19.7,-44.3,38.6
5,2,29.4,-99.3,61.7
4,2,7.5,-132.5,44.4
4,2,0.9,-135.3,48.9
4,2,-3.4,-132.7,50.7
4,2,-5.6,-126.5,50.2
4,2,-5.8,-117.6,47.4
4,2,-4.0,-106.0,42.5
3,2,-0.3,-91.6,35.2
3,2,5.5,-72.6,25.3
2,2,13.1,-40.9,12.8
5,2,-33.0,65.1,73.9
3,2,3.1,-16.9,20.6
3,2,21.1,-39.7,38.0
4,2,31.3,-89.2,59.5
4,2,16.7,-128.3,55.4
4,2,9.8,-124.1,40.5
4,2,1.5,-127.8,45.8
4,2,-3.2,-124.4,48.0
4,2,-5.1,-117.1,47.1
4,2,-4.2,-106.6,43.5
3,2,-0.7,-93.1,37.1
3,2,5.1,-75.8,27.8
2,2,13.0,-50.6,16.4
3,2,19.4,-21.2,33.4
4,2,29.7,-69.9,51.6
5,2,38.4,-113.1,72.9
3,2,15.2,-112.4,36.2
4,2,5.3,-118.7,41.3
4,2,0.1,-115.2,43.5
4,2,-1.1,-106.7,42.1
3,2,1.1,-94.9,37.3
3,2,6.2,-79.6,29.6
3,2,13.3,-59.5,20.6
2,2,19.8,-26.1,19.2
3,2,20.9,-19.3,31.9
4,2,28.2,-57.0,45.2
5,2,38.7,-89.5,66.9
3,2,23.2,-93.8,34.7
3,2,12.5,-108.0,36.2
3,2,6.9,-105.3,37.6
3,2,6.2,-96.4,35.5
3,2,9.4,-83.8,30.4
3,2,15.1,-68.2,24.7
3,2,20.6,-51.1,24.1
3,2,23.8,-42.6,30.4
4,2,27.8,-53.6,41.2
4,2,36.1,-73.2,59.3
4,2,14.4,-87.8,49.4
3,2,26.4,-83.5,36.4
3,2,18.5,-95.3,33.7
3,2,16.0,-90.0,32.1
3,2,18.3,-79.1,29.8
3,2,22.8,-66.9,30.5
3,2,27.3,-60.0,37.4
4,2,33.0,-63.0,50.8
5,2,34.4,-66.1,67.4
5,2,38.9,155.2,66.7
3,2,28.7,-75.3,38.9
3,2,28.2,-73.1,38.3
4,2,31.2,-63.9,44.4
4,2,32.5,-52.7,57.5
5,2,16.9,95.7,62.5
2,2,19.7,161.0,18.3
5,3,-47.4,116.9,84.4
3,3,-11.3,-106.9,38.1
4,3,6.5,-102.5,46.6
4,3,9.8,-97.8,49.4
4,3,3.8,-104.8,46.9
4,3,-25.0,-105.1,42.5
4,3,15.0,-98.8,53.0
4,3,17.9,-89.5,55.0
4,3,16.2,-82.5,52.7
4,3,13.4,-83.2,50.2
4,3,9.3,-95.9,49.5
4,3,-6.6,-116.3,46.4
4,3,-8.5,43.1,58.4
4,3,21.5,-99.0,58.5
4,3,23.6,-90.2,59.7
4,3,21.9,-80.5,57.1
4,3,18.2,-71.5,52.6
4,3,14.3,-66.5,48.2
4,3,12.4,-70.2,46.8
4,3,11.4,-85.4,48.8
4,3,4.0,-110.2,50.4
4,3,-30.6,-107.7,50.4
5,3,24.3,-105.8,60.6
5,3,28.1,-99.8,63.5
5,3,28.2,-91.4,62.5
4,3,25.7,-81.3,59.1
4,3,21.3,-70.0,53.8
4,3,15.7,-59.1,47.5
4,3,11.0,-52.3,42.1
4,3,9.7,-55.4,41.0
4,3,11.3,-70.6,45.0
4,3,10.3,-96.1,50.7
4,3,-5.4,-125.7,52.1
5,3,28.6,-112.0,63.9
5,3,31.5,-107.8,65.7
5,3,31.6,-100.9,64.6
5,3,29.8,-91.6,61.4
4,3,26.3,-79.9,56.8
4,3,21.1,-66.4,50.8
4,3,14.4,-51.8,43.4
3,3,7.6,-39.3,35.7
3,3,5.2,-37.8,32.8
3,3,8.4,-52.0,37.9
4,3,12.0,-76.5,46.3
4,3,9.0,-109.0,53.9
4,3,-20.4,-132.1,52.9
5,3,30.7,-120.1,65.2
5,3,32.6,-117.6,66.2
5,3,32.5,-112.2,64.8
5,3,31.2,-104.2,61.9
4,3,28.9,-93.7,58.0
4,3,25.5,-80.7,53.1
4,3,20.6,-65.2,47.0
3,3,13.6,-47.2,39.3
3,3,3.9,-25.9,28.6
4,3,-6.1,-116.5,57.9
3,3,3.6,-32.0,28.5
3,3,10.2,-57.7,39.4
4,3,13.3,-88.8,50.4
4,3,5.2,-125.9,57.6
5,3,-19.5,39.7,65.4
5,3,30.5,-128.6,64.8
5,3,31.3,-127.3,65.2
5,3,30.8,-123.1,63.7
5,3,29.7,-116.4,61.0
4,3,28.2,-107.3,57.5
4,3,26.2,-95.9,53.2
4,3,23.5,-82.1,48.4
4,3,19.5,-65.4,42.7
3,3,13.3,-44.9,35.4
3,3,7.0,-39.3,31.4
4,3,13.3,-70.2,44.3
4,3,14.0,-105.5,55.9
4,3,-3.8,-141.9,58.5
5,3,28.2,-136.1,63.4
5,3,27.9,-135.3,63.3
5,3,27.0,-131.5,61.7
4,3,25.8,-125.3,59.0
4,3,24.6,-116.9,55.5
4,3,23.4,-106.3,51.4
4,3,21.9,-93.3,46.8
4,3,19.8,-77.6,41.6
3,3,16.4,-58.2,35.8
3,3,9.4,-31.1,27.6
5,3,-20.0,-103.5,60.6
3,3,9.5,-42.8,33.0
4,3,15.5,-76.5,46.9
4,3,15.3,-114.8,59.4
4,3,-10.4,-143.7,54.2
5,3,24.4,-141.8,61.4
5,3,23.3,-141.1,61.2
4,3,21.9,-137.6,59.7
4,3,20.6,-131.8,57.2
4,3,19.5,-124.0,53.8
4,3,18.8,-114.3,49.8
4,3,18.2,-102.5,45.2
4,3,17.5,-88.3,40.2
3,3,16.4,-70.9,34.9
3,3,13.6,-48.6,29.0
3,3,-13.9,-37.6,36.5
3,3,12.8,-50.9,36.4
4,3,17.9,-85.4,50.7
5,3,16.4,-125.5,63.1
5,3,-14.3,23.8,63.1
4,3,19.0,-145.4,59.4
4,3,17.1,-143.1,58.7
4,3,15.4,-138.5,56.9
4,3,14.2,-131.9,54.1
4,3,13.5,-123.5,50.5
4,3,13.3,-113.3,46.2
4,3,13.5,-101.2,41.3
3,3,13.9,-86.5,35.9
3,3,13.9,-68.7,30.4
3,3,12.6,-45.3,24.8
4,3,-23.1,-94.6,58.0
3,3,7.5,-19.1,24.0
3,3,15.4,-56.4,38.7
4,3,20.2,-91.0,53.3
5,3,18.7,-131.6,65.7
4,3,14.0,-146.8,57.6
4,3,11.6,-144.4,57.2
4,3,9.7,-139.7,55.6
4,3,8.5,-133.0,53.1
4,3,8.0,-124.7,49.5
4,3,8.2,-114.6,45.2
4,3,9.0,-102.7,40.1
3,3,10.3,-88.6,34.4
3,3,11.7,-71.5,28.5
3,3,12.4,-49.8,22.9
4,3,-23.9,-94.1,57.4
3,3,11.2,-26.3,26.5
3,3,17.4,-59.3,39.6
4,3,22.1,-92.9,54.3
5,3,22.4,-132.6,67.3
4,3,11.5,-146.4,55.5
4,3,8.1,-145.3,56.2
4,3,5.5,-141.5,55.5
4,3,3.9,-135.5,53.7
4,3,3.2,-127.7,50.7
4,3,3.4,-118.3,46.7
4,3,4.5,-107.1,41.7
3,3,6.4,-94.1,36.0
3,3,8.9,-78.7,29.7
3,3,11.3,-60.2,23.6
2,3,12.6,-36.7,19.3
3,3,13.9,-31.4,27.4
3,3,18.7,-59.8,39.1
4,3,23.6,-91.1,53.6
5,3,26.5,-128.6,67.9
4,3,8.6,-144.2,53.7
4,3,4.4,-143.0,55.0
4,3,1.5,-138.8,54.6
4,3,-0.1,-132.4,52.9
4,3,-0.6,-124.1,49.9
4,3,0.2,-114.2,45.7
4,3,2.0,-102.6,40.4
3,3,4.9,-89.2,34.2
3,3,8.3,-73.8,27.7
3,3,11.7,-56.0,22.1
2,3,13.8,-37.1,19.8
3,3,14.2,-26.1,21.6
3,3,15.9,-37.2,27.3
3,3,19.3,-59.0,37.3
4,3,24.2,-86.4,51.0
5,3,29.7,-120.1,66.6
5,3,-30.9,23.2,72.3
4,3,7.3,-140.5,51.7
4,3,2.3,-139.4,53.5
4,3,-0.9,-134.9,53.5
4,3,-2.5,-128.1,52.0
4,3,-2.6,-119.5,49.0
4,3,-1.3,-109.4,44.6
3,3,1.3,-97.7,39.1
3,3,4.9,-84.7,32.9
3,3,9.1,-70.4,26.8
3,3,12.9,-56.1,22.9
3,3,15.4,-46.1,23.3
3,3,17.2,-48.0,28.0
3,3,20.0,-62.1,36.6
4,3,24.7,-84.4,49.1
5,3,31.5,-112.8,64.6
4,3,18.2,-125.8,54.4
4,3,8.1,-135.6,49.2
4,3,2.1,-134.5,51.5
4,3,-1.5,-129.5,51.7
4,3,-2.9,-121.9,50.0
4,3,-2.3,-112.5,46.6
4,3,-0.0,-101.7,41.7
3,3,3.6,-89.7,35.9
3,3,8.1,-77.3,30.2
3,3,12.5,-66.1,26.7
3,3,16.0,-60.2,27.7
3,3,19.0,-64.2,33.5
4,3,23.2,-78.6,43.6
4,3,30.2,-100.5,57.9
5,3,36.3,-123.4,71.1
4,3,11.3,-129.4,46.3
4,3,4.1,-129.1,48.8
4,3,0.3,-123.8,49.1
4,3,-0.8,-115.7,47.2
4,3,0.5,-106.0,43.5
3,3,3.7,-95.3,38.5
3,3,8.1,-84.8,33.7
3,3,12.7,-76.3,31.1
3,3,17.0,-73.4,33.0
3,3,21.5,-79.2,39.9
4,3,28.1,-93.4,51.7
5,3,37.7,-111.0,67.6
4,3,17.2,-121.5,43.9
4,3,8.8,-123.3,45.7
4,3,4.6,-118.4,45.9
4,3,3.8,-110.5,43.9
4,3,5.8,-101.5,40.5
3,3,9.5,-92.8,37.0
3,3,14.3,-86.6,35.7
3,3,19.5,-85.8,38.8
4,3,26.0,-92.1,47.2
5,3,35.7,-102.5,61.2
5,3,27.1,-94.9,60.5
4,3,20.0,-115.6,43.5
4,3,13.1,-115.6,43.5
4,3,11.0,-109.8,42.3
4,3,12.7,-102.6,40.5
3,3,16.8,-97.0,40.0
4,3,23.0,-95.5,43.7
4,3,31.6,-98.5,53.5
5,3,39.4,-94.1,67.5
4,3,29.0,-102.4,46.4
4,3,22.6,-108.6,44.1
4,3,22.4,-104.9,44.0
4,3,27.4,-100.9,47.5
4,3,36.3,-95.5,57.9
4,3,15.4,-60.4,50.5
4,3,31.8,-72.4,53.8
4,3,34.7,-91.0,53.8
5,3,34.6,-74.5,60.7
5,3,39.3,101.8,80.1
3,3,-23.2,-84.6,35.2
4,3,1.5,-126.0,48.5
4,3,15.0,-123.1,57.3
4,3,17.4,-120.8,59.6
4,3,11.6,-125.2,56.8
4,3,-10.2,-125.4,43.9
5,3,21.5,-120.3,61.7
5,3,24.4,-114.6,63.5
5,3,24.1,-111.0,63.0
5,3,21.8,-112.6,61.8
4,3,16.4,-121.0,60.0
4,3,1.8,-131.4,52.7
5,3,-46.6,40.2,89.1
5,3,25.8,-119.6,64.5
5,3,27.9,-113.5,65.4
5,3,27.9,-107.3,64.4
5,3,26.7,-102.7,62.9
5,3,25.1,-101.5,61.6
5,3,23.0,-105.5,61.2
5,3,19.2,-115.7,61.1
4,3,9.7,-129.8,58.1
4,3,-17.9,-123.5,43.8
5,3,26.9,-123.2,65.1
5,3,29.5,-118.2,66.5
5,3,30.0,-111.9,65.8
5,3,29.4,-105.1,64.0
5,3,28.0,-98.9,61.9
4,3,26.3,-94.4,60.0
4,3,24.7,-93.4,58.9
4,3,23.3,-97.5,59.2
5,3,21.4,-107.7,60.6
5,3,16.1,-123.2,61.1
4,3,0.3,-137.1,54.8
5,3,28.8,-125.9,66.2
5,3,30.5,-121.5,66.9
5,3,30.7,-115.6,65.8
5,3,30.0,-108.6,63.7
5,3,28.7,-101.2,61.3
4,3,27.1,-94.2,58.7
4,3,25.3,-88.8,56.7
4,3,23.9,-86.6,55.6
4,3,23.0,-89.3,56.1
4,3,22.2,-97.9,58.2
5,3,20.2,-112.6,61.0
5,3,12.8,-131.2,61.3
4,3,-12.4,-134.3,48.0
5,3,29.3,-129.7,66.4
5,3,30.2,-126.1,66.5
5,3,30.1,-120.7,65.1
5,3,29.4,-114.1,63.0
5,3,28.4,-106.6,60.4
4,3,27.0,-98.7,57.7
4,3,25.5,-91.0,55.1
4,3,23.9,-84.8,53.0
4,3,22.6,-81.6,52.0
4,3,22.0,-82.8,52.5
4,3,21.9,-89.7,54.9
4,3,21.6,-102.6,58.7
5,3,18.8,-120.9,62.4
5,3,7.5,-140.0,60.3
5,3,28.5,-133.9,65.8
5,3,28.8,-130.9,65.5
5,3,28.4,-126.2,64.0
5,3,27.7,-120.1,61.9
4,3,26.8,-113.0,59.3
4,3,25.8,-105.2,56.5
4,3,24.7,-97.0,53.8
4,3,23.5,-89.0,51.3
4,3,22.3,-82.3,49.4
4,3,21.3,-78.2,48.5
4,3,20.8,-78.2,49.0
4,3,21.1,-83.4,51.4
4,3,21.6,-94.3,55.5
5,3,21.2,-110.7,60.6
5,3,16.7,-131.1,63.9
4,3,-1.6,-143.4,54.5
5,3,26.7,-137.9,64.7
5,3,26.3,-135.1,64.1
5,3,25.6,-130.6,62.5
5,3,24.8,-124.8,60.2
4,3,24.0,-117.9,57.6
4,3,23.3,-110.0,54.7
4,3,22.5,-101.6,51.9
4,3,21.8,-93.0,49.2
4,3,21.0,-85.0,46.9
4,3,20.2,-78.6,45.5
4,3,19.8,-75.4,45.3
4,3,19.9,-77.0,46.9
4,3,20.7,-84.1,50.4
4,3,21.6,-96.9,55.7
5,3,21.4,-115.0,61.7
5,3,16.5,-136.5,64.9
4,3,-8.0,-134.5,45.1
5,3,24.1,-141.1,63.2
5,3,23.2,-138.5,62.5
5,3,22.2,-134.2,60.9
4,3,21.3,-128.7,58.7
4,3,20.5,-122.1,56.1
4,3,20.0,-114.6,53.3
4,3,19.6,-106.4,50.3
4,3,19.4,-97.8,47.5
4,3,19.1,-89.3,45.0
4,3,18.8,-81.7,43.3
4,3,18.6,-76.3,42.5
4,3,18.8,-74.7,43.3
4,3,19.5,-78.1,45.9
4,3,20.7,-87.0,50.5
4,3,22.0,-101.3,56.8
5,3,21.9,-120.6,63.4
5,3,16.3,-141.8,65.4
3,3,0.9,65.2,31.2
5,3,20.4,-142.3,61.5
5,3,19.1,-138.9,60.3
4,3,17.9,-134.1,58.5
4,3,17.1,-128.2,56.1
4,3,16.5,-121.3,53.4
4,3,16.3,-113.6,50.4
4,3,16.4,-105.3,47.4
4,3,16.6,-96.8,44.6
4,3,16.8,-88.5,42.3
4,3,17.1,-81.3,40.8
4,3,17.5,-76.6,40.6
4,3,18.1,-75.8,42.0
4,3,19.2,-80.0,45.3
4,3,20.8,-89.6,50.5
4,3,22.4,-104.4,57.4
5,3,22.9,-124.0,64.5
5,3,17.5,-144.1,65.6
3,3,14.9,-43.4,33.7
5,3,17.3,-143.5,60.0
4,3,15.5,-140.1,59.0
4,3,14.2,-135.3,57.2
4,3,13.3,-129.4,54.9
4,3,12.9,-122.6,52.2
4,3,12.9,-115.0,49.3
4,3,13.2,-106.9,46.2
4,3,13.9,-98.6,43.4
4,3,14.7,-90.5,41.0
3,3,15.5,-83.6,39.6
3,3,16.4,-79.0,39.4
4,3,17.4,-78.2,41.0
4,3,18.8,-82.3,44.6
4,3,20.7,-91.5,50.1
4,3,22.8,-105.9,57.3
5,3,24.2,-124.8,64.9
5,3,20.3,-143.8,66.3
4,3,15.7,-144.6,58.8
4,3,13.3,-142.1,58.4
4,3,11.5,-138.0,57.1
4,3,10.3,-132.5,55.1
4,3,9.7,-126.1,52.7
4,3,9.7,-118.8,49.8
4,3,10.2,-111.1,46.8
4,3,11.1,-103.0,43.8
4,3,12.3,-95.2,41.2
3,3,13.6,-88.3,39.5
3,3,15.0,-83.3,39.1
4,3,16.5,-81.8,40.4
4,3,18.2,-84.8,43.7
4,3,20.3,-92.8,49.1
4,3,22.9,-105.9,56.3
5,3,25.4,-123.4,64.3
5,3,24.1,-141.4,67.6
4,3,13.8,-143.8,57.5
4,3,11.0,-141.4,57.2
4,3,8.9,-137.1,56.1
4,3,7.7,-131.4,54.2
4,3,7.2,-124.9,51.8
4,3,7.4,-117.6,49.0
4,3,8.2,-110.0,46.0
4,3,9.5,-102.3,43.1
4,3,11.2,-95.2,40.9
3,3,13.0,-89.7,39.8
4,3,14.9,-86.8,40.3
4,3,17.0,-88.0,42.9
4,3,19.4,-93.9,47.6
4,3,22.4,-104.8,54.4
5,3,25.9,-120.2,62.6
5,3,27.7,-137.1,68.4
5,3,-26.6,17.9,71.1
4,3,13.0,-142.3,56.2
4,3,9.7,-140.0,56.1
4,3,7.4,-135.6,55.2
4,3,6.0,-130.0,53.5
4,3,5.7,-123.5,51.2
4,3,6.1,-116.5,48.5
4,3,7.2,-109.3,45.7
4,3,8.9,-102.5,43.2
4,3,11.0,-96.8,41.6
4,3,13.2,-93.2,41.4
4,3,15.6,-92.9,43.1
4,3,18.4,-96.9,47.0
4,3,21.8,-105.4,53.1
5,3,26.0,-118.3,60.9
5,3,29.9,-132.9,68.0
4,3,13.1,-118.5,45.6
4,3,13.5,-140.0,54.8
4,3,9.5,-137.9,55.0
4,3,6.9,-133.4,54.1
4,3,5.6,-127.6,52.4
4,3,5.5,-120.9,50.2
4,3,6.4,-114.1,47.6
4,3,8.1,-107.6,45.3
4,3,10.3,-102.4,43.7
4,3,13.0,-99.4,43.7
4,3,16.0,-99.9,45.7
4,3,19.6,-104.7,50.1
4,3,24.2,-113.9,56.9
5,3,29.8,-126.2,64.9
5,3,30.3,-130.8,65.6
4,3,15.4,-137.2,53.5
4,3,10.7,-135.6,53.8
4,3,7.9,-131.2,53.1
4,3,6.7,-125.4,51.5
4,3,6.9,-119.1,49.4
4,3,8.3,-113.2,47.4
4,3,10.6,-108.5,46.1
4,3,13.6,-106.2,46.3
4,3,17.3,-107.4,48.7
4,3,22.0,-112.7,53.7
5,3,28.1,-121.5,61.0
5,3,33.9,-128.2,67.5
4,3,19.0,-133.4,52.6
4,3,13.6,-133.2,52.8
4,3,10.6,-129.3,52.2
4,3,9.5,-124.1,50.9
4,3,10.2,-118.9,49.4
4,3,12.3,-114.9,48.6
4,3,15.6,-113.2,49.2
4,3,20.0,-114.8,52.1
4,3,26.0,-119.7,57.6
5,3,33.3,-124.8,64.8
4,3,26.0,-107.0,56.8
4,3,20.9,-130.3,52.6
4,3,16.3,-129.3,52.2
4,3,14.6,-125.6,51.5
4,3,15.4,-121.8,51.0
4,3,18.3,-119.7,51.7
4,3,23.2,-120.3,54.6
5,3,30.2,-122.6,60.3
5,3,35.7,-116.9,65.1
3,3,-10.2,179.3,37.5
4,3,26.9,-124.5,53.8
4,3,22.8,-126.5,53.4
4,3,22.7,-124.6,53.8
4,3,26.6,-123.1,56.1
5,3,33.4,-120.4,61.3
4,3,27.9,-94.2,57.3
4,3,32.6,-112.5,56.6
4,3,32.0,-118.9,57.7
5,3,35.1,-110.2,61.0
5,3,3.4,22.4,72.7
4,3,19.3,-71.2,48.2
3,4,0.9,-120.6,37.3
4,4,8.0,-132.1,47.7
3,4,-6.9,-98.6,23.6
4,4,12.8,-136.7,53.7
4,4,13.8,-138.2,55.5
4,4,11.3,-136.6,52.6
4,4,4.5,-128.0,43.2
4,4,15.7,-138.5,56.9
4,4,17.4,-140.0,59.4
5,4,17.6,-140.5,60.1
4,4,16.4,-140.4,59.0
4,4,13.4,-138.9,55.6
4,4,7.7,-133.1,48.1
3,4,-2.4,-114.2,32.4
4,4,17.9,-139.5,59.1
5,4,19.4,-140.5,61.4
5,4,20.2,-140.9,62.5
5,4,20.2,-141.1,62.8
5,4,19.5,-141.2,62.4
5,4,18.0,-141.3,61.0
4,4,15.2,-140.3,57.9
4,4,10.3,-136.5,51.8
3,4,2.1,-124.5,39.9
2,4,-10.7,-61.7,12.6
4,4,18.5,-139.4,59.3
5,4,20.3,-140.5,61.8
5,4,21.3,-140.8,63.2
5,4,21.8,-140.8,64.0
5,4,21.9,-140.7,64.4
5,4,21.6,-140.9,64.3
5,4,20.9,-141.3,63.9
5,4,19.5,-141.6,62.7
5,4,17.2,-141.5,60.3
4,4,13.4,-139.4,55.7
4,4,6.9,-132.2,46.9
3,4,-4.4,-107.7,28.3
5,4,19.9,-140.0,60.6
5,4,21.4,-140.7,62.7
5,4,22.3,-140.8,64.0
5,4,22.8,-140.5,64.7
5,4,22.9,-140.2,65.1
5,4,22.9,-140.1,65.3
5,4,22.6,-140.3,65.2
5,4,22.0,-140.8,64.9
5,4,21.0,-141.5,64.2
5,4,19.2,-142.0,62.5
4,4,16.4,-141.3,59.3
4,4,11.5,-137.7,53.2
4,4,3.1,-125.6,40.9
5,4,-26.8,16.3,73.3
5,4,21.0,-140.4,61.5
5,4,22.2,-140.9,63.3
5,4,22.9,-140.8,64.4
5,4,23.3,-140.4,65.0
5,4,23.5,-139.9,65.3
5,4,23.6,-139.5,65.5
5,4,23.5,-139.4,65.6
5,4,23.2,-139.7,65.6
5,4,22.8,-140.3,65.5
5,4,22.0,-141.1,65.0
5,4,20.7,-141.9,64.0
5,4,18.6,-142.1,61.8
4,4,15.1,-140.6,57.5
4,4,9.0,-134.3,49.2
3,4,-2.0,-112.3,31.3
5,4,21.7,-140.7,62.1
5,4,22.7,-141.1,63.6
5,4,23.2,-140.9,64.5
5,4,23.6,-140.4,65.0
5,4,23.8,-139.8,65.3
5,4,23.8,-139.2,65.5
5,4,23.9,-138.9,65.6
5,4,23.8,-138.8,65.7
5,4,23.6,-139.1,65.8
5,4,23.3,-139.7,65.8
5,4,22.7,-140.6,65.5
5,4,21.8,-141.6,64.9
5,4,20.3,-142.3,63.4
5,4,17.7,-141.9,60.4
4,4,13.4,-138.7,54.8
4,4,5.7,-128.0,43.4
2,4,-9.0,-76.3,13.8
5,4,22.2,-140.9,62.4
5,4,23.0,-141.2,63.7
5,4,23.5,-141.0,64.5
5,4,23.7,-140.4,65.0
5,4,23.9,-139.7,65.2
5,4,23.9,-139.1,65.4
5,4,23.9,-138.6,65.5
5,4,23.9,-138.3,65.6
5,4,23.9,-138.4,65.7
5,4,23.7,-138.9,65.8
5,4,23.4,-139.7,65.8
5,4,22.9,-140.8,65.6
5,4,22.0,-141.8,64.9
5,4,20.3,-142.4,63.2
4,4,17.6,-141.6,59.9
4,4,12.8,-137.2,53.2
3,4,3.8,-122.6,39.2
5,4,22.6,-141.0,62.5
5,4,23.2,-141.3,63.7
5,4,23.5,-141.1,64.4
5,4,23.7,-140.5,64.8
5,4,23.8,-139.8,65.0
5,4,23.9,-139.1,65.2
5,4,23.9,-138.5,65.3
5,4,23.9,-138.2,65.3
5,4,23.9,-138.1,65.5
5,4,23.9,-138.4,65.6
5,4,23.8,-139.0,65.8
5,4,23.5,-140.0,65.8
5,4,23.0,-141.1,65.5
5,4,22.0,-142.1,64.7
5,4,20.3,-142.4,62.8
4,4,17.4,-140.9,58.9
4,4,12.0,-134.9,51.1
3,4,1.3,-114.5,33.7
5,4,23.1,-141.4,63.1
5,4,23.5,-141.4,64.0
5,4,23.6,-141.0,64.5
5,4,23.7,-140.3,64.7
5,4,23.7,-139.6,64.9
5,4,23.8,-138.9,65.0
5,4,23.8,-138.4,65.0
5,4,23.8,-138.1,65.2
5,4,23.9,-138.1,65.3
5,4,23.9,-138.5,65.5
5,4,23.8,-139.2,65.7
5,4,23.6,-140.1,65.7
