540,NaN,754239703.981179,NaN,NaN,39.0610238036446,NaN
600,NaN,754242047.042617,NaN,NaN,39.0427000325336,NaN
660,NaN,754244389.064278,NaN,NaN,39.0262133647858,NaN
720,NaN,754246730.146463,NaN,NaN,39.0115916717467,NaN
780,NaN,754249070.379707,NaN,NaN,38.9988621149364,NaN
840,NaN,754251409.926979,NaN,NaN,38.9880429990049,NaN
900,NaN,754253748.87276,NaN,NaN,38.979149972471,NaN
960,NaN,754256087.362847,NaN,NaN,38.9721928534979,NaN
1020,NaN,754258425.495836,NaN,NaN,38.9671726888959,NaN
1080,NaN,754260763.359972,NaN,NaN,38.9640894637938,NaN
1140,NaN,754263101.103796,NaN,NaN,38.9629359624997,NaN
1200,NaN,754265438.853194,NaN,NaN,38.9636986376555,NaN
1260,NaN,754267776.694544,NaN,NaN,38.9663586685196,NaN
1320,NaN,754270114.752402,NaN,NaN,38.9708933931433,NaN
1380,NaN,754272453.156123,NaN,NaN,38.9772740257642,NaN
1440,NaN,754274791.969699,NaN,NaN,38.9854659781273,NaN
1500,NaN,754277131.331506,NaN,NaN,38.9954339681435,NaN
1560,NaN,754279471.356144,NaN,NaN,39.0071309263567,NaN
1620,NaN,754281812.129724,NaN,NaN,39.0205074445084,NaN
1680,NaN,754284153.754573,NaN,NaN,39.0355120943221,NaN
1740,NaN,754286496.31656,NaN,NaN,39.0520885607224,NaN
1800,NaN,754288839.929778,NaN,NaN,39.0701709677636,NaN
1860,NaN,754291184.67883,NaN,NaN,39.0896974709535,NaN
1920,NaN,754293530.611561,NaN,NaN,39.1105963969984,NaN
1980,NaN,754295877.867542,NaN,NaN,39.1327919965131,NaN
2040,NaN,754298226.46875,NaN,NaN,39.1562090374149,NaN
2100,NaN,754300576.516885,NaN,NaN,39.1807664948746,NaN
2160,NaN,754302928.097736,NaN,NaN,39.2063787742236,NaN
2220,NaN,754305281.222564,NaN,NaN,39.23296340166,NaN
2280,NaN,754307635.974609,NaN,NaN,39.260424642054,NaN
2340,NaN,754309992.408191,NaN,NaN,39.2886753551742,NaN
2400,NaN,754312350.529369,NaN,NaN,39.3176201799256,NaN
2460,NaN,754314710.423654,NaN,NaN,39.3471640662996,NaN
2520,NaN,754317072.102787,NaN,NaN,39.3772084056193,NaN
2580,NaN,754319435.593215,NaN,NaN,39.4076545228941,NaN
2640,NaN,754321800.91998,NaN,NaN,39.4384027887016,NaN
2700,NaN,754324168.095724,NaN,NaN,39.4693514350874,NaN
2760,NaN,754326537.145166,NaN,NaN,39.500401375643,NaN
2820,NaN,754328908.046215,NaN,NaN,39.5314462837941,NaN
2880,NaN,754331280.825295,NaN,NaN,39.5623883535312,NaN
2940,NaN,754333655.42926,NaN,NaN,39.5931250362783,NaN
3000,NaN,754336031.895148,NaN,NaN,39.6235536880209,NaN
3060,NaN,754338410.163751,NaN,NaN,39.6535735802225,NaN
3120,NaN,754340790.220887,NaN,NaN,39.6830853368133,NaN
3180,NaN,754343172.0201,NaN,NaN,39.7119883254624,NaN
3240,NaN,754345555.53192,NaN,NaN,39.7401900774222,NaN
3300,NaN,754347940.728417,NaN,NaN,39.767591285779,NaN
3360,NaN,754350327.537685,NaN,NaN,39.7940998664028,NaN
3420,NaN,754352715.919114,NaN,NaN,39.8196228449887,NaN
3480,NaN,754355105.766664,NaN,NaN,39.8440735912441,NaN
3540,NaN,754357497.078846,NaN,NaN,39.867364577683,NaN
3600,NaN,754359889.734376,NaN,NaN,39.8894116429615,NaN
3660,NaN,754362283.679101,NaN,NaN,39.9101364513641,NaN
3720,NaN,754364678.809652,NaN,NaN,39.929458950972,NaN
3780,NaN,754367075.078327,NaN,NaN,39.9473092157469,NaN
3840,NaN,754369472.376035,NaN,NaN,39.9636165768499,NaN
3900,NaN,754371870.569286,NaN,NaN,39.9783155039237,NaN
3960,NaN,754374269.621198,NaN,NaN,39.9913439283465,NaN
4020,NaN,754376669.411993,NaN,NaN,40.0026473450965,NaN
4080,NaN,754379069.815853,NaN,NaN,40.0121729380514,NaN
4140,NaN,754381470.732605,NaN,NaN,40.0198713619853,NaN
4200,NaN,754383872.063496,NaN,NaN,40.025703928335,NaN
4260,NaN,754386273.684445,NaN,NaN,40.0296308448203,NaN
4320,NaN,754388675.47733,NaN,NaN,40.0316217612202,NaN
4380,NaN,754391077.33521,NaN,NaN,40.03165164441,NaN
4440,NaN,754393479.144603,NaN,NaN,40.0296990562304,NaN
4500,NaN,754395880.764588,NaN,NaN,40.0257482362163,NaN
4560,NaN,754398282.075304,NaN,NaN,40.0197928668173,NaN
4620,NaN,754400682.996131,NaN,NaN,40.0118284460243,NaN
4680,NaN,754403083.345769,NaN,NaN,40.0018587681105,NaN
4740,NaN,754405483.085333,NaN,NaN,39.9898922399529,NaN
4800,NaN,754407882.013673,NaN,NaN,39.9759454189586,NaN
4860,NaN,754410280.059513,NaN,NaN,39.9600379264407,NaN
7620,NaN,754518415.603797,NaN,NaN,38.3857438689968,NaN
7680,NaN,754520718.141016,NaN,NaN,38.3677205511272,NaN
7740,NaN,754523019.649567,NaN,NaN,38.3515595133326,NaN
7800,NaN,754525320.302346,NaN,NaN,38.3372909049977,NaN
7860,NaN,754527620.087348,NaN,NaN,38.3249327858752,NaN
7920,NaN,754529919.187687,NaN,NaN,38.3144994348605,NaN
7980,NaN,754532217.773396,NaN,NaN,38.3059989080081,NaN
8040,NaN,754534515.863961,NaN,NaN,38.2994387340807,NaN
8100,NaN,754536813.626383,NaN,NaN,38.2948138007339,NaN
8160,NaN,754539111.17867,NaN,NaN,38.292119049348,NaN
8220,NaN,754541408.622058,NaN,NaN,38.2913412948892,NaN
8280,NaN,754543706.084596,NaN,NaN,38.2924625346813,NaN
8340,NaN,754546003.654849,NaN,NaN,38.2954589651503,NaN
8400,NaN,754548301.481903,NaN,NaN,38.3003028105855,NaN
8460,NaN,754550599.636086,NaN,NaN,38.3069602744297,NaN
8520,NaN,754552898.235925,NaN,NaN,38.315393959247,NaN
8580,NaN,754555197.417831,NaN,NaN,38.325558348144,NaN
8640,NaN,754557497.258273,NaN,NaN,38.3374062266574,NaN
8700,NaN,754559797.843652,NaN,NaN,38.3508848134957,NaN
8760,NaN,754562099.301096,NaN,NaN,38.3659362896312,NaN
8820,NaN,754564401.698548,NaN,NaN,38.3825002420144,NaN
8880,NaN,754566705.133914,NaN,NaN,38.4005081821751,NaN
8940,NaN,754569009.689373,NaN,NaN,38.4198917793157,NaN
9000,NaN,754571315.431526,NaN,NaN,38.4405771667661,NaN
9060,NaN,754573622.474131,NaN,NaN,38.4624873248405,NaN
9120,NaN,754575930.855933,NaN,NaN,38.4855415847239,NaN
9180,NaN,754578240.655691,NaN,NaN,38.5096551713934,NaN
9240,NaN,754580551.933296,NaN,NaN,38.5347436766563,NaN
9300,NaN,754582864.748981,NaN,NaN,38.5607177399776,NaN
9360,NaN,754585179.131512,NaN,NaN,38.5874834565834,NaN
9420,NaN,754587495.162892,NaN,NaN,38.6149479450106,NaN
9480,NaN,754589812.862773,NaN,NaN,38.6430165096956,NaN
9540,NaN,754592132.231255,NaN,NaN,38.6715906200845,NaN
9600,NaN,754594453.351585,NaN,NaN,38.7005724052423,NaN
9660,NaN,754596776.193301,NaN,NaN,38.7298604075899,NaN
9720,NaN,754599100.835353,NaN,NaN,38.7593543932539,NaN
9780,NaN,754601427.216189,NaN,NaN,38.7889540295064,NaN
9840,NaN,754603755.408986,NaN,NaN,38.8185572557101,NaN
